report,violation,corrected_on_site,repeat_violation
200932,37.0,0,1
200937,0.0,0,0
200937,8.0,0,0
200937,13.0,0,0
200937,21.0,0,0
200937,30.0,0,0
200937,33.0,0,0
200937,49.0,0,0
200939,0.0,0,0
200939,1.0,0,0
200939,8.0,0,0
200939,13.0,1,0
200939,21.0,0,0
200939,35.0,0,0
200939,39.0,0,0
200939,46.0,0,0
200939,47.0,0,0
200939,49.0,0,0
200939,53.0,0,0
200945,0.0,0,0
200945,13.0,1,0
200945,20.0,1,0
200945,39.0,1,0
200945,54.0,0,0
200957,0.0,0,0
200958,0.0,0,0
200958,4.0,0,0
200958,13.0,0,0
200958,14.0,0,0
200958,51.0,0,0
200958,53.0,0,0
200961,0.0,0,0
200961,8.0,1,0
200961,19.0,1,0
200961,20.0,1,0
200961,22.0,1,0
200961,37.0,1,0
200961,50.0,0,0
200961,53.0,0,0
200961,54.0,0,0
200962,0.0,0,0
200962,35.0,1,0
200962,45.0,1,0
200964,0.0,0,0
200964,2.0,1,0
200964,13.0,1,0
200964,21.0,0,0
200964,34.0,0,0
200964,37.0,1,0
200964,43.0,0,0
200964,54.0,0,0
200965,0.0,0,0
200965,22.0,0,0
200974,0.0,0,0
200974,3.0,1,0
200976,0.0,0,0
200976,14.0,1,0
200976,46.0,0,0
200976,53.0,0,0
200986,0.0,0,0
200986,2.0,1,0
200986,37.0,1,0
200986,50.0,0,0
200989,0.0,0,0
200993,0.0,0,0
200993,14.0,1,0
200993,31.0,0,0
200993,43.0,1,0
200995,0.0,0,0
200995,8.0,0,0
200995,12.0,1,0
200995,19.0,1,0
200995,20.0,1,0
200995,31.0,0,0
200995,34.0,0,0
200995,37.0,0,0
200995,38.0,1,0
200995,42.0,0,0
200995,45.0,1,0
200995,48.0,0,0
200995,49.0,0,0
200995,51.0,0,0
200995,53.0,0,0
200995,54.0,0,0
201005,0.0,0,0
201005,39.0,1,0
201005,47.0,1,0
201017,0.0,0,0
201017,13.0,1,0
201017,21.0,0,0
201017,34.0,0,0
201017,37.0,0,0
201017,38.0,1,0
201017,46.0,0,0
201017,53.0,0,0
201021,0.0,0,0
201031,0.0,0,0
201044,0.0,0,0
201044,20.0,1,0
201044,34.0,0,0
201044,37.0,0,0
201044,43.0,0,0
201044,53.0,0,0
201048,0.0,0,0
201048,4.0,0,0
201048,14.0,0,0
201048,20.0,0,0
201048,36.0,0,0
201060,0.0,0,0
201060,8.0,1,0
201060,13.0,0,0
201060,14.0,0,0
201060,20.0,1,0
201060,21.0,1,0
201060,22.0,0,0
201060,31.0,0,0
201060,35.0,1,0
201060,36.0,0,0
201060,42.0,1,0
201060,43.0,1,0
201060,45.0,0,0
201060,49.0,0,0
201060,54.0,0,0
201071,0.0,0,0
201071,13.0,1,0
201071,14.0,0,0
201071,21.0,0,0
201071,39.0,0,0
201071,46.0,0,0
201071,47.0,0,0
201072,0.0,0,0
201077,0.0,0,0
201077,20.0,1,0
201077,49.0,0,0
201079,0.0,0,0
201079,13.0,1,0
201079,19.0,1,0
201079,43.0,1,0
201080,0.0,0,0
201081,0.0,0,0
201081,2.0,1,0
201081,14.0,1,0
201081,46.0,1,0
201094,0.0,0,0
201094,2.0,0,0
201094,8.0,0,0
201094,13.0,0,0
201094,14.0,0,0
201094,19.0,0,0
201094,20.0,0,0
201094,21.0,0,0
201094,26.0,0,0
201094,33.0,0,0
201094,34.0,0,0
201094,36.0,0,0
201094,39.0,0,0
201094,41.0,0,0
201094,43.0,0,0
201094,45.0,0,0
201094,46.0,0,0
201094,47.0,0,0
201094,48.0,0,0
201094,49.0,0,0
201094,50.0,0,0
201094,51.0,0,0
201094,52.0,0,0
201094,53.0,0,0
201094,54.0,0,0
201101,0.0,0,0
201101,35.0,1,0
201101,38.0,1,0
201101,39.0,1,0
201103,0.0,0,0
201103,34.0,1,0
201103,35.0,1,0
201103,53.0,1,0
201125,0.0,0,0
201125,6.0,1,0
201125,14.0,0,0
201125,20.0,0,0
201125,38.0,1,0
201125,42.0,1,0
201125,47.0,0,0
201125,49.0,0,0
201126,0.0,0,0
201126,1.0,0,0
201126,6.0,0,0
201126,36.0,0,0
201126,48.0,0,0
201126,49.0,0,0
201133,0.0,0,0
201133,20.0,1,0
201133,34.0,0,0
201133,35.0,0,0
201133,45.0,0,0
201136,0.0,0,0
201141,0.0,0,0
201141,49.0,0,0
201142,0.0,0,0
201142,31.0,1,0
201142,34.0,0,0
201142,35.0,1,0
201142,38.0,0,0
201142,39.0,1,0
201142,45.0,0,0
201142,46.0,0,0
201142,51.0,1,0
201144,0.0,0,0
201144,6.0,0,0
201144,13.0,1,0
201144,14.0,0,0
201144,20.0,0,0
201144,21.0,0,0
201144,35.0,0,0
201144,37.0,0,0
201144,38.0,1,0
201144,39.0,0,0
201144,47.0,0,0
201144,48.0,0,0
201148,0.0,0,0
201148,2.0,1,0
201148,3.0,1,0
201148,8.0,0,0
201148,14.0,0,0
201148,21.0,0,0
201148,35.0,0,0
201148,36.0,0,0
201148,39.0,0,0
201148,54.0,0,0
201149,0.0,0,0
201166,0.0,0,0
201166,13.0,1,0
201166,34.0,0,0
201166,35.0,1,0
201166,38.0,0,0
201166,47.0,0,0
201166,53.0,0,0
201177,0.0,0,0
201177,1.0,0,0
201177,2.0,1,0
201177,23.0,1,0
201177,36.0,0,0
201177,42.0,0,0
201177,43.0,1,0
201177,45.0,0,0
201177,53.0,0,0
201181,0.0,0,0
201181,2.0,1,0
201181,3.0,1,0
201181,21.0,1,0
201181,35.0,0,0
201185,0.0,0,0
201185,34.0,1,0
201185,39.0,1,0
201206,0.0,0,0
201206,8.0,1,0
201206,13.0,0,0
201206,19.0,1,0
201206,20.0,1,0
201206,34.0,0,0
201206,42.0,1,0
201206,43.0,1,0
201206,45.0,0,0
201206,47.0,0,0
201206,53.0,0,0
201219,0.0,0,0
201220,0.0,0,0
201220,20.0,0,0
201220,21.0,0,0
201220,34.0,0,0
201220,37.0,0,0
201220,45.0,0,0
201220,47.0,0,0
201220,49.0,0,0
201220,51.0,0,0
201221,0.0,0,0
201221,8.0,1,0
201221,13.0,1,0
201221,35.0,1,0
201221,39.0,1,0
201222,0.0,0,0
201222,1.0,0,0
201222,2.0,1,1
201223,0.0,0,0
201223,8.0,1,0
201223,26.0,1,0
201260,0.0,0,0
201260,1.0,0,0
201260,2.0,1,0
201260,12.0,0,0
201260,14.0,1,0
201260,19.0,1,0
201260,20.0,0,0
201260,22.0,0,0
201260,36.0,0,0
201260,37.0,0,0
201260,39.0,1,0
201260,42.0,0,0
201260,53.0,0,0
201270,0.0,0,0
201270,8.0,0,1
201273,0.0,0,0
201273,1.0,0,0
201273,8.0,1,0
201273,34.0,1,0
201273,45.0,0,0
201273,49.0,0,0
201277,0.0,0,0
201277,14.0,1,0
201277,19.0,1,0
201277,20.0,1,0
201277,36.0,0,0
201277,49.0,0,1
201280,0.0,0,0
201280,7.0,0,0
201280,13.0,1,0
201280,30.0,0,0
201280,36.0,0,0
201280,38.0,0,0
201280,46.0,0,0
201282,0.0,0,0
201282,13.0,1,0
201282,14.0,0,0
201282,20.0,1,0
201282,35.0,0,0
201282,49.0,0,0
201292,0.0,0,0
201296,0.0,0,0
201296,14.0,1,0
201296,19.0,1,0
201307,0.0,0,0
201307,13.0,1,0
201307,20.0,0,1
201307,41.0,0,1
201307,43.0,1,0
201307,53.0,0,1
201312,0.0,0,0
201312,49.0,0,0
201348,0.0,0,0
201348,38.0,1,0
201377,0.0,0,0
201377,1.0,0,0
201377,2.0,0,0
201377,6.0,0,0
201377,7.0,1,0
201377,8.0,1,0
201377,13.0,1,0
201377,14.0,0,0
201377,20.0,0,0
201377,26.0,1,0
201377,31.0,0,0
201377,34.0,1,0
201377,36.0,0,0
201377,37.0,0,0
201377,38.0,1,0
201377,39.0,0,0
201377,43.0,0,0
201377,45.0,0,0
201377,46.0,0,0
201377,47.0,0,0
201377,49.0,0,0
201377,51.0,0,0
201377,53.0,0,0
201377,54.0,0,0
201378,0.0,0,0
201378,20.0,1,0
201378,42.0,1,0
201387,0.0,0,0
201387,20.0,1,0
201387,36.0,0,0
201387,45.0,0,0
201387,49.0,0,0
201399,0.0,0,0
201399,1.0,0,0
201399,2.0,1,0
201399,37.0,1,0
201399,49.0,0,0
201416,0.0,0,0
201416,2.0,1,1
201416,50.0,0,0
201416,53.0,0,1
201418,0.0,0,0
201418,20.0,1,0
201418,34.0,0,0
201418,53.0,1,0
201418,54.0,0,0
201423,0.0,0,0
201423,1.0,0,0
201423,2.0,0,0
201423,14.0,0,0
201424,0.0,0,0
201424,2.0,1,0
201424,27.0,0,0
201424,30.0,0,0
201424,36.0,0,0
201424,43.0,0,0
201424,45.0,0,0
201424,49.0,0,0
201431,0.0,0,0
201431,13.0,1,0
201431,22.0,1,0
201432,0.0,0,0
201432,1.0,1,0
201432,8.0,1,0
201432,13.0,0,0
201432,14.0,1,0
201432,35.0,1,0
201432,37.0,0,0
201432,39.0,1,0
201432,41.0,0,0
201432,43.0,0,0
201432,45.0,0,0
201432,53.0,0,0
201433,0.0,0,0
201433,39.0,1,0
201433,43.0,1,0
201433,45.0,0,0
201433,53.0,0,0
201436,0.0,0,0
201436,3.0,1,0
201436,13.0,1,0
201436,14.0,0,1
201436,36.0,0,1
201436,39.0,1,0
201449,0.0,0,0
201449,2.0,0,0
201449,13.0,1,0
201449,21.0,0,0
201449,26.0,1,0
201449,35.0,0,0
201449,39.0,0,0
201454,0.0,0,0
201454,6.0,1,0
201454,8.0,0,0
201454,13.0,1,0
201454,14.0,1,0
201454,19.0,1,0
201454,20.0,1,0
201454,26.0,1,0
201454,31.0,0,0
201454,34.0,1,0
201454,35.0,0,0
201454,37.0,1,0
201454,38.0,1,0
201454,39.0,1,0
201454,43.0,0,0
201454,45.0,0,0
201454,46.0,1,0
201454,47.0,0,0
201454,53.0,1,0
201454,54.0,0,0
201461,0.0,0,0
201461,13.0,1,0
201461,14.0,1,0
201461,19.0,1,0
201464,0.0,0,0
201464,8.0,1,0
201464,14.0,0,0
201464,36.0,0,0
201464,38.0,1,0
201464,42.0,1,0
201464,48.0,0,0
201464,49.0,0,0
201464,53.0,1,0
201464,54.0,0,0
201470,0.0,0,0
201470,2.0,1,0
201470,14.0,1,0
201470,38.0,1,0
201470,53.0,1,0
201470,54.0,1,0
201474,0.0,0,0
201474,2.0,1,0
201474,8.0,1,0
201474,34.0,0,0
201474,35.0,0,0
201474,37.0,1,0
201474,43.0,0,0
201474,46.0,0,0
201474,50.0,0,0
201474,51.0,0,0
201477,0.0,0,0
201477,1.0,0,0
201477,2.0,1,0
201477,13.0,1,0
201477,14.0,0,0
201477,20.0,0,0
201477,21.0,0,0
201477,23.0,1,0
201477,36.0,1,0
201477,38.0,0,0
201477,39.0,0,0
201477,46.0,1,0
201477,50.0,1,0
201484,0.0,0,0
201484,1.0,0,0
201484,8.0,0,0
201484,12.0,0,0
201484,13.0,1,0
201484,14.0,1,0
201484,21.0,1,0
201484,34.0,0,0
201484,35.0,1,0
201484,36.0,0,0
201484,38.0,0,0
201484,39.0,0,0
201484,42.0,0,0
201484,43.0,0,0
201484,45.0,0,0
201486,0.0,0,0
201486,2.0,1,0
201486,6.0,1,0
201486,13.0,1,0
201486,14.0,1,0
201486,49.0,0,0
201486,50.0,0,0
201487,0.0,0,0
201487,14.0,0,1
201487,20.0,0,1
201487,47.0,0,1
201487,53.0,0,1
201492,0.0,0,0
201492,1.0,0,0
201492,13.0,1,0
201492,43.0,1,0
201492,50.0,0,0
201492,53.0,0,0
201492,54.0,0,0
201498,0.0,0,0
201498,1.0,0,0
201498,2.0,0,0
201498,13.0,0,0
201498,14.0,0,0
201498,19.0,0,0
201498,34.0,0,0
201498,36.0,0,0
201498,41.0,0,0
201498,43.0,0,0
201498,47.0,0,0
201498,53.0,0,0
201500,0.0,0,0
201500,2.0,1,0
201500,21.0,1,0
201500,49.0,0,0
201500,53.0,1,0
201507,0.0,0,0
201507,14.0,0,0
201507,21.0,0,0
201507,36.0,0,0
201507,46.0,0,0
201507,47.0,0,0
201507,53.0,0,0
201515,0.0,0,0
201515,13.0,1,0
201515,20.0,1,0
201515,37.0,0,0
201515,39.0,0,0
201515,43.0,1,0
201515,45.0,1,0
201515,47.0,0,0
201515,52.0,0,0
201515,53.0,0,0
201527,0.0,0,0
201527,20.0,1,0
201527,41.0,1,0
201531,0.0,0,0
201531,2.0,1,0
201531,35.0,0,0
201531,43.0,0,0
201531,49.0,0,0
201532,0.0,0,0
201551,0.0,0,0
201551,13.0,1,0
201551,20.0,1,0
201551,35.0,0,0
201551,43.0,0,0
201551,45.0,0,0
201555,0.0,0,0
201555,2.0,0,0
201555,13.0,1,0
201555,14.0,0,0
201555,36.0,0,0
201555,45.0,0,0
201555,46.0,0,0
201555,49.0,0,0
201555,52.0,1,0
201555,54.0,0,0
201568,0.0,0,0
201570,0.0,0,0
201570,12.0,0,0
201570,13.0,1,0
201570,14.0,0,0
201570,26.0,1,0
201570,35.0,1,0
201570,36.0,0,0
201570,38.0,1,0
201570,39.0,1,0
201570,42.0,0,0
201570,45.0,0,0
201570,46.0,0,0
201570,49.0,0,0
201570,53.0,1,0
201570,54.0,0,0
201571,0.0,0,0
201571,8.0,1,0
201571,14.0,0,0
201571,26.0,1,0
201571,36.0,0,0
201571,38.0,1,0
201571,39.0,1,0
201571,42.0,0,0
201571,45.0,0,0
201571,46.0,0,0
201571,49.0,0,0
201571,53.0,1,0
201571,54.0,0,0
201576,0.0,0,0
201576,36.0,1,0
201587,0.0,0,0
201587,43.0,1,0
201588,0.0,0,0
201588,2.0,1,0
201588,8.0,1,0
201588,45.0,0,0
201588,50.0,0,0
201588,54.0,0,0
201590,0.0,0,0
201590,49.0,0,1
201590,50.0,0,1
201593,0.0,0,0
201594,0.0,0,0
201598,0.0,0,0
201603,0.0,0,0
201603,1.0,0,0
201603,22.0,1,0
201607,0.0,0,0
201607,1.0,0,1
201607,20.0,0,1
201607,21.0,0,1
201612,0.0,0,0
201612,1.0,0,0
201612,20.0,1,0
201612,21.0,0,0
201614,0.0,0,0
201614,1.0,0,0
201617,0.0,0,0
201626,0.0,0,0
201626,1.0,1,0
201626,20.0,1,0
201626,26.0,1,0
201626,31.0,0,0
201626,34.0,1,0
201626,36.0,0,0
201626,37.0,1,0
201626,49.0,0,0
201626,54.0,1,0
201628,0.0,0,0
201628,8.0,1,0
201628,35.0,1,0
201628,49.0,0,0
201630,0.0,0,0
201633,0.0,0,0
201633,1.0,0,0
201633,19.0,1,0
201638,0.0,0,0
201638,2.0,1,0
201638,14.0,0,0
201638,19.0,0,0
201638,20.0,0,0
201638,21.0,0,0
201638,23.0,1,0
201638,39.0,0,0
201638,46.0,0,0
201639,0.0,0,0
201639,2.0,1,0
201639,35.0,0,0
201639,49.0,0,0
201639,53.0,0,0
201641,0.0,0,0
201641,2.0,1,0
201641,6.0,0,0
201641,13.0,1,0
201641,20.0,0,0
201641,23.0,1,0
201641,35.0,0,0
201641,39.0,0,0
201649,0.0,0,0
201649,1.0,0,0
201649,8.0,0,0
201649,12.0,0,0
201649,13.0,1,0
201649,14.0,1,0
201649,20.0,1,0
201649,22.0,0,0
201649,26.0,1,0
201649,27.0,0,0
201649,30.0,0,0
201649,31.0,0,0
201649,34.0,0,0
201649,35.0,0,0
201649,37.0,0,0
201649,38.0,0,0
201649,39.0,1,0
201649,41.0,0,0
201649,45.0,1,0
201649,46.0,0,0
201649,47.0,0,0
201649,50.0,0,0
201649,53.0,0,0
201649,54.0,0,0
201654,0.0,0,0
201654,8.0,1,0
201654,12.0,0,0
201660,0.0,0,0
201660,7.0,1,0
201660,8.0,1,0
201660,14.0,0,0
201660,20.0,1,0
201660,22.0,0,0
201660,49.0,0,0
201666,0.0,0,0
201666,8.0,1,0
201666,13.0,1,0
201666,14.0,1,0
201666,23.0,1,0
201666,30.0,0,0
201666,35.0,0,0
201666,45.0,0,0
201666,47.0,1,0
201666,54.0,0,0
201667,0.0,0,0
201667,14.0,0,0
201667,20.0,1,0
201667,54.0,0,0
201670,0.0,0,0
201671,0.0,0,0
201671,20.0,1,0
201671,21.0,1,0
201671,39.0,1,0
201671,51.0,0,0
201681,0.0,0,0
201701,0.0,0,0
201701,23.0,1,0
201702,0.0,0,0
201702,7.0,1,0
201702,8.0,1,0
201702,13.0,1,0
201702,14.0,1,0
201702,26.0,1,0
201702,35.0,1,0
201702,38.0,1,0
201702,41.0,1,0
201702,42.0,1,0
201702,45.0,0,0
201702,50.0,0,0
201702,53.0,1,0
201702,54.0,0,0
201706,0.0,0,0
201706,8.0,1,0
201706,13.0,1,0
201706,22.0,0,0
201706,34.0,0,0
201706,35.0,0,0
201706,53.0,0,0
201706,54.0,0,0
201709,0.0,0,0
201709,20.0,1,0
201712,0.0,0,0
201714,0.0,0,0
201714,14.0,0,0
201714,21.0,1,0
201714,35.0,1,0
201714,37.0,1,0
201714,45.0,0,0
201714,47.0,0,0
201714,52.0,1,0
201719,0.0,0,0
201719,1.0,0,0
201725,0.0,0,0
201725,1.0,1,0
201725,14.0,0,0
201725,35.0,1,0
201725,36.0,0,0
201725,45.0,0,0
201725,46.0,0,0
201725,47.0,0,0
201725,48.0,0,0
201725,49.0,0,0
201725,51.0,0,0
201725,54.0,0,0
201729,0.0,0,0
201731,0.0,0,0
201735,0.0,0,0
201735,14.0,1,0
201735,34.0,1,0
201735,44.0,1,0
201735,45.0,0,0
201742,0.0,0,0
201754,0.0,0,0
201754,1.0,0,0
201756,0.0,0,0
201756,6.0,1,0
201756,20.0,1,0
201764,0.0,0,0
201764,1.0,0,0
201772,0.0,0,0
201773,0.0,0,0
201773,20.0,1,0
201773,21.0,1,0
201775,0.0,0,0
201775,53.0,0,0
201776,0.0,0,0
201777,0.0,0,0
201786,0.0,0,0
201786,14.0,0,0
201786,39.0,0,0
201786,45.0,0,0
201790,0.0,0,0
201790,19.0,1,0
201790,27.0,0,0
201790,37.0,0,1
201790,45.0,0,0
201792,0.0,0,0
201792,38.0,1,0
201792,46.0,0,0
201792,48.0,0,0
201792,53.0,0,0
201799,0.0,0,0
201799,7.0,1,0
201799,34.0,0,0
201799,37.0,1,0
201799,45.0,0,0
201799,46.0,0,0
201813,0.0,0,0
201813,6.0,0,0
201813,8.0,0,0
201813,13.0,1,0
201813,14.0,0,0
201813,20.0,0,0
201813,21.0,1,0
201813,35.0,0,0
201813,37.0,0,0
201813,39.0,0,0
201813,45.0,0,0
201813,46.0,0,0
201813,47.0,0,0
201813,48.0,0,0
201814,0.0,0,0
201814,13.0,0,0
201814,14.0,0,0
201814,21.0,0,0
201814,36.0,0,0
201814,37.0,0,0
201814,39.0,0,0
201814,43.0,0,0
201814,53.0,0,0
201816,0.0,0,0
201817,0.0,0,0
201823,0.0,0,0
201823,12.0,1,0
201823,13.0,0,0
201823,20.0,1,0
201823,21.0,0,0
201823,39.0,0,0
201823,45.0,0,0
201823,47.0,0,0
201823,53.0,0,0
201825,0.0,0,0
201825,2.0,0,0
201825,3.0,0,0
201825,13.0,1,0
201825,21.0,1,0
201825,49.0,0,0
201825,52.0,0,0
201829,0.0,0,0
201829,7.0,1,0
201829,33.0,1,0
201829,35.0,0,0
201829,37.0,1,0
201829,41.0,1,0
201829,46.0,0,0
201829,47.0,0,0
201831,0.0,0,0
201831,8.0,1,0
201831,14.0,1,0
201836,0.0,0,0
201844,0.0,0,0
201844,34.0,0,0
201844,35.0,1,0
201844,39.0,1,0
201850,0.0,0,0
201860,0.0,0,0
201863,0.0,0,0
201863,2.0,1,0
201863,35.0,1,0
201863,38.0,1,0
201863,39.0,1,0
201863,52.0,1,0
201863,54.0,1,0
201878,0.0,0,0
201878,1.0,0,0
201878,14.0,0,0
201878,36.0,0,0
201878,46.0,0,0
201878,47.0,0,0
201878,49.0,1,0
201886,0.0,0,0
201889,0.0,0,0
201889,1.0,0,0
201890,0.0,0,0
201890,1.0,0,1
201894,0.0,0,0
201894,45.0,0,0
201894,51.0,0,0
201894,53.0,0,0
201895,0.0,0,0
201895,6.0,1,0
201895,21.0,1,0
201895,50.0,0,0
201896,0.0,0,0
201896,2.0,1,0
201896,43.0,1,0
201896,53.0,0,0
201896,54.0,0,0
201908,0.0,0,0
201908,20.0,1,1
201908,45.0,1,1
201908,54.0,0,0
201916,0.0,0,0
201916,34.0,0,0
201916,35.0,0,0
201916,37.0,0,0
201916,43.0,0,0
201926,0.0,0,0
201926,36.0,0,0
201926,38.0,1,0
201926,49.0,0,0
201942,0.0,0,0
201948,0.0,0,0
201959,0.0,0,0
201959,8.0,0,0
201959,14.0,0,0
201959,34.0,0,0
201959,35.0,0,0
201959,36.0,0,0
201959,42.0,1,0
201959,43.0,1,0
201959,45.0,0,0
201959,50.0,0,0
201959,53.0,0,0
201969,0.0,0,0
201969,19.0,0,0
201969,33.0,0,0
201969,47.0,0,0
201969,49.0,0,0
201987,0.0,0,0
201993,0.0,0,0
201993,8.0,0,0
201993,19.0,0,0
201993,36.0,0,0
201993,54.0,0,0
201994,0.0,0,0
201994,2.0,0,0
201994,8.0,0,0
201994,9.0,0,0
201994,14.0,1,0
201994,20.0,1,0
201994,34.0,1,0
201994,35.0,0,0
201994,39.0,1,0
201994,45.0,0,0
201994,46.0,1,0
201994,48.0,0,0
201994,49.0,0,0
201994,53.0,0,0
202000,0.0,0,0
202015,0.0,0,0
202023,0.0,0,0
202040,0.0,0,0
202053,0.0,0,0
202053,36.0,0,1
202053,53.0,0,1
202060,0.0,0,0
202060,19.0,1,0
202069,0.0,0,0
202069,8.0,0,0
202069,14.0,0,0
202069,21.0,0,0
202069,35.0,0,0
202069,39.0,0,0
202069,46.0,0,0
202069,47.0,0,0
202101,0.0,0,0
202101,45.0,0,0
202101,48.0,0,0
202104,0.0,0,0
202122,0.0,0,0
202122,1.0,0,0
202122,6.0,0,0
202122,13.0,0,0
202122,20.0,0,0
202122,35.0,1,0
202122,38.0,0,0
202122,41.0,0,0
202122,42.0,0,0
202122,45.0,0,0
202122,46.0,0,0
202122,47.0,0,0
202122,49.0,0,0
202122,53.0,0,0
202124,0.0,0,0
202124,8.0,1,0
202124,14.0,1,0
202124,20.0,1,0
202124,37.0,1,0
202124,38.0,1,0
202124,45.0,0,0
202124,46.0,1,0
202124,52.0,0,0
202124,53.0,0,0
202128,0.0,0,0
202128,1.0,0,0
202128,2.0,0,0
202128,6.0,0,0
202128,13.0,1,0
202128,20.0,1,0
202128,21.0,1,0
202128,23.0,0,0
202128,36.0,0,0
202128,38.0,0,0
202128,45.0,0,0
202128,49.0,0,0
202129,0.0,0,0
202129,1.0,0,0
202129,2.0,0,0
202129,3.0,0,0
202129,35.0,0,0
202129,38.0,0,0
202129,47.0,0,0
202147,0.0,0,0
202147,1.0,0,0
202147,34.0,1,0
202147,39.0,1,0
202157,0.0,0,0
202157,13.0,1,0
202157,20.0,0,0
202157,27.0,0,0
202157,31.0,0,0
202157,35.0,0,0
202157,37.0,0,0
202157,39.0,0,0
202164,0.0,0,0
202167,0.0,0,0
202167,1.0,0,0
202167,36.0,0,0
202167,38.0,1,0
202167,39.0,1,0
202167,53.0,0,0
202203,0.0,0,0
202203,8.0,0,0
202203,13.0,1,0
202203,20.0,1,0
202203,34.0,0,0
202203,39.0,1,0
202203,45.0,0,0
202203,49.0,0,0
202207,0.0,0,0
202207,13.0,0,0
202207,20.0,0,1
202208,0.0,0,0
202208,2.0,1,0
202208,13.0,1,0
202208,14.0,1,0
202208,34.0,0,0
202208,37.0,1,0
202208,39.0,1,0
202208,41.0,1,0
202229,0.0,0,0
202229,1.0,1,0
202229,48.0,0,0
202231,0.0,0,0
202231,1.0,0,0
202231,13.0,1,0
202231,21.0,0,0
202231,34.0,0,0
202231,38.0,1,0
202237,0.0,0,0
202237,2.0,1,0
202251,0.0,0,0
202251,51.0,0,0
202256,0.0,0,0
202260,0.0,0,0
202268,0.0,0,0
202268,1.0,0,0
202268,13.0,1,0
202268,20.0,1,0
202268,43.0,0,0
202268,46.0,0,0
202268,47.0,0,0
202268,54.0,0,0
202275,0.0,0,0
202275,2.0,1,0
202275,6.0,1,0
202275,8.0,0,0
202275,13.0,1,0
202275,19.0,1,0
202275,26.0,1,0
202275,34.0,1,0
202275,38.0,1,0
202275,39.0,1,0
202275,43.0,1,0
202275,45.0,1,0
202275,48.0,0,0
202275,49.0,0,0
202275,53.0,1,0
202275,54.0,0,0
202289,0.0,0,0
202289,35.0,0,0
202289,36.0,0,0
202289,37.0,1,0
202289,47.0,1,0
202289,53.0,1,0
202290,0.0,0,0
202290,53.0,0,0
202293,0.0,0,0
202293,1.0,0,1
202293,2.0,0,1
202293,8.0,0,0
202293,23.0,0,1
202293,36.0,0,1
202293,49.0,0,1
202295,0.0,0,0
202295,7.0,1,0
202295,13.0,1,0
202295,20.0,0,1
202295,31.0,0,0
202295,45.0,0,0
202295,53.0,0,0
202302,0.0,0,0
202302,7.0,1,0
202302,12.0,0,0
202302,13.0,1,0
202302,14.0,0,0
202302,20.0,0,0
202302,21.0,0,0
202302,31.0,0,0
202302,34.0,0,0
202306,0.0,0,0
202312,0.0,0,0
202312,12.0,1,0
202312,13.0,1,0
202312,19.0,1,0
202312,20.0,1,0
202312,39.0,0,0
202316,0.0,0,0
202316,20.0,1,0
202316,21.0,1,0
202316,39.0,1,0
202327,0.0,0,0
202328,0.0,0,0
202329,0.0,0,0
202330,0.0,0,0
202330,54.0,0,1
202334,0.0,0,0
202334,7.0,1,0
202334,13.0,1,0
202334,19.0,1,0
202334,22.0,1,0
202335,0.0,0,0
202335,1.0,0,0
202335,4.0,1,0
202335,6.0,1,0
202335,7.0,1,0
202335,8.0,0,0
202335,13.0,0,0
202335,14.0,1,0
202335,20.0,1,0
202335,21.0,0,0
202335,31.0,0,0
202335,34.0,0,0
202335,35.0,0,0
202335,37.0,0,0
202335,41.0,0,0
202335,43.0,0,0
202335,45.0,0,0
202335,46.0,0,0
202335,47.0,0,0
202335,49.0,0,0
202335,53.0,0,0
202335,54.0,0,0
202337,0.0,0,0
202337,6.0,1,0
202337,8.0,0,0
202337,13.0,1,0
202337,14.0,1,0
202337,19.0,1,0
202337,34.0,0,0
202337,35.0,1,0
202337,36.0,0,0
202337,42.0,0,0
202337,44.0,1,0
202337,49.0,0,0
202337,50.0,0,0
202337,51.0,0,0
202337,53.0,0,0
202358,0.0,0,0
202358,8.0,0,1
202358,49.0,0,1
202358,50.0,0,1
202370,0.0,0,0
202370,1.0,0,0
202370,2.0,1,0
202370,8.0,1,0
202370,22.0,0,0
202370,36.0,0,0
202370,45.0,0,0
202370,46.0,0,0
202370,49.0,0,0
202370,53.0,0,0
202374,0.0,0,0
202374,36.0,0,1
202374,49.0,0,1
202381,0.0,0,0
202381,8.0,0,0
202381,11.0,1,0
202381,13.0,1,0
202381,20.0,1,0
202381,34.0,0,0
202381,38.0,1,0
202384,0.0,0,0
202384,1.0,0,0
202384,8.0,0,0
202384,13.0,1,0
202384,14.0,1,0
202384,31.0,0,0
202384,34.0,1,0
202384,36.0,0,0
202384,37.0,0,0
202384,39.0,1,0
202384,41.0,1,0
202384,46.0,0,0
202384,48.0,0,0
202384,49.0,0,0
202384,50.0,0,0
202384,53.0,0,0
202392,0.0,0,0
202404,0.0,0,0
202404,45.0,0,0
202408,0.0,0,0
202408,4.0,1,0
202408,7.0,1,0
202408,13.0,1,0
202408,14.0,1,0
202408,21.0,0,0
202408,23.0,1,0
202408,27.0,0,0
202408,30.0,0,0
202408,36.0,0,0
202408,37.0,1,0
202408,38.0,1,0
202408,41.0,1,0
202408,42.0,1,0
202408,45.0,0,0
202408,46.0,0,0
202408,49.0,0,0
202408,50.0,0,0
202408,51.0,0,0
202408,53.0,0,0
202408,54.0,0,0
202410,0.0,0,0
