permit_id,insp_url,inspec_id,insp_type,insp_date
147950,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203321&wguid=1367&wgunm=sysact&wgdmn=431,203321,Follow-up,2014-04-28
147950,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203240&wguid=1367&wgunm=sysact&wgdmn=431,203240,Routine,2014-04-23
147950,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=199662&wguid=1367&wgunm=sysact&wgdmn=431,199662,Preoperational,2013-10-31
6115,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=404636&wguid=1367&wgunm=sysact&wgdmn=431,404636,Routine,2014-10-02
188282,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=821957&wguid=1367&wgunm=sysact&wgdmn=431,821957,Ownership change,2016-02-02
172668,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810907&wguid=1367&wgunm=sysact&wgdmn=431,810907,Complaint,2015-06-02
172668,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=204756&wguid=1367&wgunm=sysact&wgdmn=431,204756,Preoperational,2014-07-07
5626,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824847&wguid=1367&wgunm=sysact&wgdmn=431,824847,Routine,2016-05-20
5626,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183356&wguid=1367&wgunm=sysact&wgdmn=431,183356,Routine,2013-06-25
6566,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824425&wguid=1367&wgunm=sysact&wgdmn=431,824425,Routine,2016-05-06
6566,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606429&wguid=1367&wgunm=sysact&wgdmn=431,606429,Follow-up,2014-12-03
6566,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=405955&wguid=1367&wgunm=sysact&wgdmn=431,405955,Routine,2014-11-20
6566,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=119198&wguid=1367&wgunm=sysact&wgdmn=431,119198,Routine,2013-08-14
2415,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=199551&wguid=1367&wgunm=sysact&wgdmn=431,199551,Routine,2013-10-24
148128,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=825188&wguid=1367&wgunm=sysact&wgdmn=431,825188,Fire,2016-06-02
148128,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811741&wguid=1367&wgunm=sysact&wgdmn=431,811741,Routine,2015-06-29
148128,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811203&wguid=1367&wgunm=sysact&wgdmn=431,811203,Routine,2015-06-05
148128,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606277&wguid=1367&wgunm=sysact&wgdmn=431,606277,Routine,2014-12-04
148128,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203744&wguid=1367&wgunm=sysact&wgdmn=431,203744,Follow-up,2014-05-21
148128,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203440&wguid=1367&wgunm=sysact&wgdmn=431,203440,Routine,2014-05-05
148128,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=200734&wguid=1367&wgunm=sysact&wgdmn=431,200734,Preoperational,2013-12-23
3047,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=814330&wguid=1367&wgunm=sysact&wgdmn=431,814330,Follow-up,2015-10-21
3047,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=813945&wguid=1367&wgunm=sysact&wgdmn=431,813945,Routine,2015-10-07
3047,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=610605&wguid=1367&wgunm=sysact&wgdmn=431,610605,Routine,2015-03-13
3047,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=404368&wguid=1367&wgunm=sysact&wgdmn=431,404368,Follow-up,2014-09-22
3047,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=404261&wguid=1367&wgunm=sysact&wgdmn=431,404261,Routine,2014-09-18
3047,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=119263&wguid=1367&wgunm=sysact&wgdmn=431,119263,Routine,2013-10-18
2056,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812654&wguid=1367&wgunm=sysact&wgdmn=431,812654,Follow-up,2015-08-17
2056,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812389&wguid=1367&wgunm=sysact&wgdmn=431,812389,Follow-up,2015-08-03
2056,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812328&wguid=1367&wgunm=sysact&wgdmn=431,812328,Routine,2015-07-28
2056,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606094&wguid=1367&wgunm=sysact&wgdmn=431,606094,Routine,2014-11-25
2056,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183970&wguid=1367&wgunm=sysact&wgdmn=431,183970,Follow-up,2013-08-05
2056,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183820&wguid=1367&wgunm=sysact&wgdmn=431,183820,Routine,2013-07-29
1624,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822298&wguid=1367&wgunm=sysact&wgdmn=431,822298,Follow-up,2016-02-16
1624,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822046&wguid=1367&wgunm=sysact&wgdmn=431,822046,Routine,2016-02-05
1624,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811848&wguid=1367&wgunm=sysact&wgdmn=431,811848,Follow-up,2015-07-01
1624,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811324&wguid=1367&wgunm=sysact&wgdmn=431,811324,Routine,2015-06-15
1624,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=607506&wguid=1367&wgunm=sysact&wgdmn=431,607506,Routine,2015-01-30
1624,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205899&wguid=1367&wgunm=sysact&wgdmn=431,205899,Follow-up,2014-09-03
1624,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205809&wguid=1367&wgunm=sysact&wgdmn=431,205809,Complaint,2014-08-28
1624,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205630&wguid=1367&wgunm=sysact&wgdmn=431,205630,Follow-up,2014-08-21
1624,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205407&wguid=1367&wgunm=sysact&wgdmn=431,205407,Routine,2014-08-14
4758,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=199412&wguid=1367&wgunm=sysact&wgdmn=431,199412,Routine,2013-10-17
188224,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=821515&wguid=1367&wgunm=sysact&wgdmn=431,821515,PREOPERATIONAL,2016-01-11
188694,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824402&wguid=1367&wgunm=sysact&wgdmn=431,824402,Preoperational,2016-05-06
