license_number,report_id
0931369002251,205686
9313039900799,205690
0931350009486,205698
931314000268,205699
,205702
0931350005916,205705
0931370110220,205721
0931369007348,205722
0931311003471,205725
0931371103276,205726
0931313000106,205731
0931369002042,205732
0931367005302,205737
0931369002042,205743
0931370109258,205766
0931366001467,205770
0931369001939,205793
0931369002816,205794
0931365990015,205795
0931366002069,205800
0931314000270,205802
0931364003905,205809
0931313000307,205817
0931353001355,205820
0931364003552,205828
0931365004626,205831
0931313000185,205839
0931313000185,205849
0931314000218,205855
0931365002541,205858
0931350004399,205860
0931370104892,205863
0931314000252,205896
0931369008986,205897
0931364003905,205899
0931350005164,205903
0931214000275,205912
0931366004710,205916
0931311003471,205931
0931350005916,205932
0931369002042,205933
0931313000316,205938
09313120000021,205940
0931339403377,205941
0931369002251,205948
0931364004363,205949
0931313000168,205952
0931369004079,205953
0931367005913,205984
0931315000030,205987
,205994
0931367005913,206011
0931314000278,206045
9313013000016,206049
0931314000265,206050
0931371103276,206063
0931369008986,206066
0931369007348,206073
0931214000275,206076
09313150000021,404099
0931314000279,404103
0931314000252,404110
0931314000281,404115
0931370100055,404122
0931314000282,404155
0930065004245,404156
09313120000021,404157
0931314000281,404162
0931214000275,404164
,404168
0931314000287,404169
0931314000288,404171
0931314000284,404177
0931314000287,404190
09313701004295,404200
0931314000288,404201
0931312000349,404220
0931339703564,404226
09313140000294,404231
9313013000016,404243
09313659900008,404261
0931313000213,404310
0931370100055,404328
0931312000349,404337
09313140000294,404355
09313659900008,404368
0931314000053,404372
0931371103216,404373
0931313000049,404375
0931314000122,404378
0931370100055,404398
0931368004070,404403
0930515000001,404429
093137110054902,404435
0931314000280,404437
0931340000365,404443
0931370110137,404444
0931314000278,404457
0931314000053,404475
0931353004851,404478
0931339603304,404483
0931365005982,404485
0931320000361,404492
,404503
0931312000324,404505
0931314000296,404514
0931350005956,404515
0931314000122,404518
0931339506963,404520
0931370108525,404532
0931312000060,404534
0931313000146,404535
0931312000052,404549
0931365000818,404556
09313xxxx13000252,404561
0931366004030,404562
0931341000816,404575
09313150000001,404581
0931354000096,404585
0931354001988,404601
0931339701419,404607
09313701004295,404611
09313120000021,404613
09313120000021,404614
0931370100698,404620
,404623
0931312000187,404632
0931312000036,404636
0931368005625,404649
0931311003535,404658
0931366005043,404698
0931365000818,404708
0931370108525,404711
0931312000324,404716
0931370110137,404717
0931314000022,404734
0931313000262,404735
0931341000816,404739
0931320000361,404763
0931354001988,404766
0931313000157,404774
0931364003090,404775
0931341002364,404776
0931314000176,404780
0931314000280,404784
0931315000005,404786
0931315000007,404794
09313xxxx13000252,404812
0931350004914,404823
0931312000114,404831
0931365005982,404843
0931320000361,404852
0931339002572,404856
0931369008888,404865
0931313000335,404871
0931312000187,404875
0931314000209,404879
0931350006340,404881
0931366004030,404887
0931313000146,404889
0931314000037,404890
0931339701282,404893
0931369008871,404909
0931368001121,404910
0931312000100,404911
0931313000036,404922
0931313000130,404924
0931339506963,404929
0931311003431,404932
0931369006783,404935
0931370100698,404937
,404938
0931314000117,404943
0931314000072,404945
0931312000100,404950
0931314000022,404964
2093939902307,404977
0931311003437,404978
0931312000108,404979
0931312000114,404982
0931312000052,404983
0931350004914,405009
0931368001121,405023
0931312000127,405033
0931311000006,405073
0931368003280,405078
0931365005982,405097
0930570105261,405101
0931367002064,405108
9313013000016,405109
0931369006566,405110
0931314000278,405113
0931340000365,405114
0931339701419,405117
0931339701282,405128
0931315000025,405136
0931339901589,405138
0931339900136,405141
0931371102953,405155
0930568007814,405157
0931369009301,405158
0931312000249,405159
0931370105047,405161
6115267002667,405163
9313040006226,405164
0617267002198,405168
09313130000295,405178
0931311003431,405179
0931313000335,405182
0931312000050,405184
0931370107681,405186
0931313000182,405187
0931370100129,405188
0931312000366,405191
0931339503383,405194
0931313000304,405196
0931312000108,405198
9313039604340,405199
0931314000170,405203
0931314000171,405205
0931339002572,405214
0931371100349,405220
0930514000120,405221
0931339802475,405222
0931312000028,405225
0931311000006,405228
0931370100129,405232
0931366005929,405235
09305500005116,405236
5301940006029,405237
0931313000130,405244
0931371101967,405253
0931314000117,405283
0931312000018,405298
0931313000187,405300
3523870106104,405301
0931311003437,405315
0931311000006,405318
2093939902307,405325
0931365004593,405344
0931312000213,405351
0931313000280,405354
0931339208713,405361
0931339901589,405373
0931366005516,405374
1137868002232,405381
0931350000034,405382
0931368003280,405391
0931367002064,405393
0931339901589,405411
0931314000171,405427
0931314000170,405428
0931367001433,405464
0931339701282,405470
0931366005929,405475
0931339935801,405479
0931312000066,405486
0931312000043,405492
,405498
0931369008977,405501
0931313000301,405503
0931369006566,405512
0931367000193,405519
0931369002816,405520
9313111003452,405523
0931369006566,405524
0931370107382,405532
0931367006009,405549
0930514000120,405550
0931314000168,405553
09313xxxx13000096,405557
0931313000281,405562
0913167000808,405574
0931315000045,405577
0931370101044,405578
0931339408745,405579
0931371100349,405581
930514000104,405585
93130150000036,405588
0931315000039,405593
0931312000226,405600
,405604
09313xxxx13000096,405610
09313660006980,405613
1137868002232,405615
0931314000111,405618
0931350006342,405620
0931313000262,405627
0931313000309,405650
0931366005516,405658
0931368002234,405661
0931367006009,405663
0931314000098,405669
0931370107382,405671
0931312000043,405684
0931312000066,405685
0931312000114,405686
0931312000034,405701
0931214000275,405703
0931365004593,405705
0931370109258,405709
0931371102760,405722
0931339408696,405729
0931339708125,405731
0931314000168,405733
0931214000275,405741
0931312000034,405743
0931312000213,405744
0931314000108,405758
0931339708125,405764
0931313000130,405769
0931315000043,405772
0931369008978,405795
0931367001408,405822
0931369008871,405823
0931313000280,405828
0931366005837,405830
0931311003507,405837
0931315000044,405842
09313120000027,405847
0931313000281,405850
0931339305815,405853
0931366007742,405855
93130150000036,405860
0931314000240,405871
09313680038166,405876
0931315000044,405878
09313120000247,405889
,405895
0931314000235,405896
0931912000334,405898
9313013000016,405899
0931339001873,405904
0931369003519,405906
9313039604340,405909
0931314000252,405915
0931350004811,405921
0931341005215,405922
0931368006948,405923
0931368006948,405924
0931313000007,405926
0931339504678,405927
0931311003534,405928
0931366005516,405952
9313012000154,405955
08063660077360,405957
0931313000160,405970
2041967001688,405973
0931366002067,405979
09313400002390,405985
0931370108265,405987
0931314000129,405995
9313013000016,405996
0931367000193,405997
,406012
0931314000108,406013
0931312000018,406018
0931315000043,406020
0931370109454,406025
0931368003551,406027
0931365006003,406030
0931350006342,406042
0931340004499,406051
0931314000218,406056
0931369008982,406058
0931311003534,406060
0931340004741,406061
0931367001408,406062
0931370107843,406067
0931370108601,606092
0931366006960,606094
0931313000107,606095
0931340004741,606096
0931366002740,606117
09313120000247,606123
0931315000050,606131
0931312000226,606132
0434669008895,606142
0931367003443,606152
0931366002067,606160
0931367003023,606163
08063660077360,606165
0931314000240,606169
0931312000146,606184
0931314000218,606186
0931315000030,606193
0931311003534,606195
0931366002886,606201
0931366002740,606209
0931366005837,606220
0931314000168,606229
0931912000334,606235
0931370103072,606241
4223241005868,606245
09313110000003,606249
0931315000050,606253
0931364003552,606257
0931370109489,606262
0931340000509,606263
0931311003520,606264
0931314000067,606277
9313040003916,606281
0931313000084,606285
0931313000113,606295
0931313000207,606298
0931340004499,606299
0931369000149,606307
0931369000154,606308
0931371103216,606309
0931366002886,606311
0931369008897,606313
0931312000088,606315
0931314000129,606316
931314000268,606329
0931370109258,606336
1234553001992,606340
0931312000018,606342
2647969008511,606350
0931312000146,606356
0931315000059,606360
0931315000053,606363
0931313000019,606364
0931313000045,606373
0931370104485,606374
0931313000307,606378
0931369004184,606381
0931313000019,606383
0931339500509,606403
0931370108601,606408
0931365006003,606413
9313015000167,606420
0931369008980,606427
9313012000154,606429
0931311003534,606438
9313040003916,606444
0931314000259,606451
0931365002113,606452
0931313000185,606454
0931370109258,606477
0931341001473,606482
0931366005084,606483
0931311003520,606485
0085768003777,606486
0931367001847,606488
0931311003534,606496
4223241005868,606501
0931341001473,606507
0931369004184,606508
0931365005028,606509
0931369007517,606524
0931315000059,606525
0931311003453,606540
0931313000185,606541
0931340000509,606542
0931314000218,606543
09313140000001,606553
0931314000002,606561
5222368002641,606569
0931350005164,606574
0931353004851,606577
0931370104485,606578
0931339902018,606583
0931368003212,606588
0931313000229,606592
0931339305815,606593
0931367001847,606608
0931368002036,606610
09313110000003,606614
0931366001467,606616
0931312000088,606631
0931340004499,606632
0931314000182,606652
0931369008980,606659
0931339902018,606663
0931365005028,606673
0931313000185,606678
0931314000002,606683
0931315000063,606684
2093939902307,606689
0931353001355,606692
0931364003552,606693
0931315000066,606699
0931311003453,606708
,606710
0931315000067,606719
0931314000218,606720
0931369008980,606733
0931350004399,606738
0913115000074,606739
0931315000069,606743
0931367001431,606756
0931313000204,606758
0931313000265,606763
0931314000225,606767
0931339700276,606772
0931315000068,606773
0931315000067,606774
0931365004626,606780
0931367000761,606782
0931369007517,606785
0931368003212,606786
0931339802893,606791
0931315000068,606798
0931315000069,606804
0931312000210,606819
0931315000170,606826
0931353005427,606833
0913115000074,606841
0931353004851,606844
0931370109001,606854
0931366006130,606869
0931367001431,606874
0931313000229,606877
0931367001594,606878
0931314000282,606883
0931339700276,606891
0931312000060,606892
0931312000197,606893
0931367000761,606894
0931340000509,606901
0931314000176,606902
0931366004710,606903
9313153001283,606908
0931313000104,606916
0931366006900,606918
9313050000075,606922
0931313000193,606933
9313111003467,606935
0931314000218,606938
0931369002931,606950
0931311003534,606952
0931364004363,606963
0931366004710,606964
0931339604774,606966
0931367005737,606976
0931311003534,606986
0931314000225,606996
0931314000282,606997
9313068005528,607002
0931365006316,607004
0931366002881,607006
0931312000329,607007
0931339401355,607008
09313120000021,607009
0931367006631,607017
0931370109001,607020
0931365004626,607024
0931369008884,607046
0931369002931,607051
0931313000116,607054
0931365004626,607082
0931366002880,607085
0931313000250,607088
0931320000267,607089
0931367001431,607093
0931353001193,607099
0931369001939,607100
0931350002707,607102
"


License/Customer No.
								 0931314000218",607113
0931339008253,607125
0931370108977,607132
9313153001283,607135
0931365004940,607143
0931313000314,607147
0931368005433,607157
0931314000252,607159
0931365002541,607160
0931313000168,607167
1343166002080,607176
0931369008983,607179
0931369008984,607182
9313050000075,607183
9313012000214,607187
0931366002069,607193
9313111003467,607194
0930568001828,607197
0931370108977,607204
0931370100055,607205
0931312000141,607218
0931312000243,607219
0931315000076,607221
0931370105389,607222
0931367006784,607230
0931313000116,607235
0931312000097,607236
0931367006631,607245
1343166002080,607248
0931369008884,607253
0931339401355,607264
0931315000068,607265
0931339604774,607267
0931314000282,607273
0931366002881,607275
0931366002880,607277
0931366004710,607292
0931313000250,607294
0931366005169,607295
0931313000168,607311
0931370105615,607314
,607324
0931314000252,607326
9313012000214,607328
0931313000041,607330
0931369008983,607331
0931340002783,607333
0000054000006,607335
0931366002069,607342
0931313000153,607345
09313120000021,607348
0931369005550,607350
0931364004363,607355
0931366005169,607362
0931339802487,607385
0931314000224,607391
0931370108977,607393
9313020000229,607396
0931367000761,607397
9313050007359,607405
0931365006316,607407
0931313000136,607419
0931339700592,607420
9313014000164,607429
0931313000222,607431
0931367005261,607446
0931320000267,607448
09313140000001,607449
0931368003212,607462
0931340002783,607465
0931366002074,607478
0931353005291,607480
0931368003533,607481
0931370105615,607486
0931370100055,607491
0931370104892,607495
0931313000222,607497
0931339704336,607505
0931364003905,607506
0930566007062,607507
0931312000243,607508
0931313000041,607509
0931370109833,607510
0931367004436,607522
0931369005550,607523
0931339700592,607530
0931312000186,607546
0931368003551,607560
0931313000237,607561
2041967001688,607567
0931368005695,607569
0931315000086,607572
0931366002880,607573
0931315000084,607576
0931370105389,607587
0931320000361,607588
0931367003020,607591
0931367000761,607594
0931315000092,607600
0930366005118,607603
0931368002914,607605
0931370104892,607609
0931366007633,607618
0913167000808,607630
0931368003533,607632
0931339804963,607637
0931354000096,607667
,607668
0930568001828,607671
0931313000325,607672
0931313000264,607679
0931315000092,607693
0931368003212,607695
0931366004030,607711
9313013000004,607713
0931339101633,607715
0931369008266,607718
0931313000146,607722
0931313000125,607723
0931339802700,607730
0931313000255,607731
0931368003212,607741
0931370109833,607744
0931339605394,607746
0931367004436,607757
0931368005695,607761
5212650006238,607763
0930366005118,607777
0931315000095,607786
0931315000068,607790
0931313000265,607791
0931313000325,607799
0931366005084,607804
0931313000316,607806
,607823
0931366006900,607826
03053054001793,607827
,607834
0931367004436,607835
0931339105785,607836
0931368006333,607841
0931312000157,607843
9313070109073,607844
0931367003410,607853
0931313000146,607856
0931367005302,607858
0931339108682,607859
0931312000187,607863
9313050007359,607873
0931370109577,607885
0931368002914,607886
0931365000856,607910
9313153001283,607917
0085768003777,607934
0931365001915,607936
03053054001793,607938
0931366004030,607962
0931367004436,607967
0931315000112,607975
0931350005946,607980
0931339105785,607981
0931315000086,607984
09313150000109,607985
0931368003551,608014
0931339903000,608023
0931313000125,608027
0931315000113,608053
0931315000130,608055
4223241005868,608059
0931370109577,608069
0931313000316,608081
0931339802700,610086
0931313000265,610092
0931369002251,610096
0931370101044,610098
0931341004676,610099
,610101
0931339309297,610104
0931312000186,610123
0931312000256,610139
0931353005097,610141
4215969008268,610142
0931313000206,610147
0931367000754,610161
0931365000856,610162
0931370109808,610176
0931311003512,610177
0931311003437,610182
0931312000350,610186
,610190
0931314000270,610206
09313150000111,610208
0931314000265,610209
0931350005946,610212
0931339605394,610219
0931339701419,610220
0931370108977,610223
0931371102272,610226
9313011003532,610227
0931339703564,610229
0931366007633,610244
0931314000209,610247
4223241005868,610259
0931314000183,610260
0931312000208,610263
0931311000149,610264
0931369010881,610272
0931339903000,610278
0931350005956,610282
0931315000039,610285
0931350006261,610300
0931367001648,610303
0931315000112,610314
9313013000016,610316
0931353005097,610317
0931370101044,610320
4215969008268,610331
0931354001890,610332
0931312000068,610333
0931369008986,610338
0931339701419,610342
0931313000034,610348
0931350006340,610358
0931367001648,610372
9313153001283,610375
0931370109808,610376
0931366002067,610377
0931314000209,610378
09313xxxx13000096,610382
0931313000166,610385
2745371102555,610390
0931311000149,610414
0931350005956,610423
0931314000183,610430
0931353005291,610445
0931311003437,610446
0931339903000,610456
0931340000601,610465
0931314000270,610479
0931311003513,610489
0930570116002,610490
0931369002042,610493
0931369002042,610495
0931370104282,610507
0931339702292,610512
0931370101044,610515
0931341000699,610523
0931312000108,610528
0931371102272,610536
0931369011277,610538
0931339506963,610542
0931340000601,610547
0931369010881,610548
0931367000754,610555
0930366004780,610556
0931369003991,610566
9313013000016,610569
09313701004295,610571
0931312000350,610575
0931353003241,610576
0931350006261,610582
0931369008146,610586
09313659900008,610605
0931366002067,610624
0931339409189,610626
0931370104337,610639
0931368003281,610647
0931368005681,610654
0931370108525,610665
0931312000208,610671
0931313000034,610672
0930366004780,610684
0931367002959,610687
0931350009430,610692
0931350004811,610711
0913115000074,610726
0931369002042,610730
0931369002042,610733
0931368002234,610743
0931313000307,610744
0931366005929,610749
0931339900183,610755
0931365000738,610759
0931341000699,610761
0931313000281,610762
09313120000247,610770
0931354001988,610774
0931369011277,610777
0931314000015,610778
0931313000220,610789
0931369003991,610796
0931368004070,610805
0931365006003,610811
09313701004295,610812
0931315000120,610819
0931365000738,610823
0931354001988,610835
2745371102555,610858
0931313000160,610860
0931341005215,610864
0931314000159,610865
931314000268,610891
0931313000309,610894
0931350009430,610906
0505553002894,610909
0931339702292,610922
0931350004811,610933
0931313000281,610942
0931365004593,610949
09313xxxx13000096,610952
0931314000236,610953
0931311003512,610967
0931313000250,610969
0931369005550,610975
9313039501852,610976
0931315000095,610978
0931369003519,610982
0931314000109,610991
0931366005472,610993
0931370108977,610995
0931314000015,610997
2647969008511,610999
0931354001988,611011
0931350006906,611021
0931315000030,611028
0931365001349,611045
0931366001463,611063
0931314000053,611080
0931314000055,611086
0931370104337,611087
0931313000040,611091
0931366005929,611104
0931339900183,611105
0931350004124,611107
0931364003090,611108
9313015000143,611109
0931339403377,611111
0931365006003,611113
0931366002074,611116
0931368004070,611122
0505553002894,611125
0931365004593,611126
0931313000156,611134
0931314000109,611147
0931314000129,611162
0930366004780,611165
0931366003064,611169
0931314000072,611170
0931341002364,611172
0931368001720,611188
0931315000095,611195
0931371100155,611200
0931314000213,611217
0931315000030,611222
09313120000247,611232
0931311003471,611233
0931314000296,611240
,611246
0931365004593,611249
0931367006009,611250
0931339403377,611255
0931314000055,611256
0931350006906,611263
,611264
,611269
0931314000129,611273
0931313000024,611283
0931315000179,611290
0931350006410,611305
0931313000040,611308
0931314000122,611309
0931313000281,611319
0931368001720,611324
0931368003564,611325
0931315000133,611328
0931369008888,611342
0931311003440,611345
0931313000335,611349
0931368003564,611357
0931314000072,611361
0931314000053,611368
0931341002364,611369
0931364003090,611372
0000012000138,611374
0930514000011,611387
0931330005868,611392
9313068005528,611401
09313110000003,611402
0931311003471,611404
0931368006270,611405
0931314000296,611410
0931371100155,611411
0931314000236,611415
0931350004124,611421
0931313000156,611422
0931367006631,611427
0931341004676,611432
0931365005982,611433
0931369005382,611443
0931311003535,611451
0931314000213,611452
9313111003452,611459
0931369006566,611470
09313140000087,611473
,611486
0931340000365,611496
0931314000098,611507
0931314000117,611520
0931350000034,611537
,611539
9313015000143,611542
0931368005976,611546
0931313000281,611552
0931370105678,611553
0931314000122,611554
0931313000309,611555
0931340000365,611557
0931314000072,611558
0931366005472,611562
0931369003180,611567
09313130000044,611568
,611570
0931368000157,611577
0931314000227,611593
0931311003535,611599
0931341000760,611609
0931367006009,611612
0931313000024,611614
0931315000140,611619
0931313000086,611634
0931312000052,611635
0931312000034,611646
9313111003452,611653
0931314000281,611659
0434669008985,611663
,611664
93130140000173,611668
0931368006828,611680
0931365001349,611690
0931369003180,611695
0931315000142,611704
0931370106952,611713
0931313000137,611714
0931367000193,611720
093137110054902,611721
0931315000141,611734
0931370108601,611748
2041366001491,611756
0931366001492,611758
0931312000034,611768
0931314000098,611772
9313015000143,611777
2632968007982,611787
0931313000250,611793
0931339002572,611802
0931371103174,611804
0931313000019,611810
0931314000043,611818
0931370103072,611823
0931312000220,611832
0931339101633,611833
0931339701254,611834
0931368003520,611839
0931313000164,611865
0931315000147,611868
,611870
0931339902695,611872
0931313000307,611888
0931312000100,611890
0931368003520,611900
0931370100698,611901
0931367006784,611906
0931367000193,611910
1340470110121,611917
0931371103174,611920
0931341000946,611927
0931369003168,611930
0931339108682,611936
0931312000052,611959
0931368001121,611961
0931339504678,611964
0931313000207,611990
0931367000193,611995
0931313000131,612004
0000012000345,612013
0434669008985,612015
0931313000314,612027
0931366004710,612047
0931364003552,612053
0931312000349,612056
0434669008985,612058
0931364000648,612059
0931313000273,612062
0931368001121,612064
0931350006358,612074
0931311003484,612075
0931311000006,612078
0931370107382,612081
0930512000060,612083
0931369000149,810093
0931369000154,810094
0000012000345,810108
0931312000043,810120
0931369008977,810128
0931368000157,810131
0931314000030,810139
0931313000084,810150
0931368003520,810166
0931350006342,810170
0931370100698,810175
0931370103072,810178
0931368006828,810188
0931339605627,810193
0931370107672,810198
0931339108682,810199
0931313000049,810204
0931368002225,810210
0931366005043,810211
0930053002103,810215
0931313000207,810217
0931312000127,810226
0931370100698,810229
0931314000281,810232
0931366005837,810237
2632968007982,810239
0931312000324,810249
0931368005625,810250
0931315000157,810255
0931313000280,810259
0931315000158,810262
0931339900136,810263
0931366003064,810264
0931339503383,810265
0931370107382,810273
0931339504678,810274
09313xxxx13000252,810276
0931366006900,810277
0931370107672,810283
0931311003484,810286
0931315000044,810291
0931350006364,810298
0931312000097,810299
0931350004914,810305
0931313000164,810310
0931330005868,810315
0931312000220,810326
0931313000107,810336
0931313000054,810337
0931364003073,810345
0931370108805,810349
0931367005261,810361
0931371100613,810365
09313150000021,810372
0931313000106,810379
0931314000278,810381
0931364000648,810388
0931315000161,810389
0931313000331,810391
0931314000043,810400
0931368005625,810407
0931314000227,810410
0931353004851,810418
0931339704300,810422
0931339408745,810435
0931315000045,810437
0931339901589,810438
0931371101565,810463
0931367003548,810465
0930514000120,810467
0931315000076,810468
0931314000210,810470
0931339002572,810479
0931371101720,810482
0931369001478,810483
0931365004994,810490
0931311003533,810494
09313140000044,810500
0931314000243,810502
03053054001793,810503
0931311003431,810516
9305068001929,810530
0931314000209,810531
0931315000170,810533
9313039604340,810535
0931370109489,810549
0931369008983,810550
0931371100613,810564
03053054001793,810567
0931366005516,810569
0931312000213,810575
9313015000167,810576
0931315000005,810577
0931368002225,810583
0931312000088,810585
0931314000288,810592
0931313000262,810593
0931371100349,810597
0931312000146,810601
0931366007059,810603
0931369008897,810604
0931315000069,810616
0931314000002,810620
0930514000120,810623
0931315000242,810638
0931312000264,810643
0931312000264,810644
0931312000068,810645
0931320000267,810648
0931312000264,810650
0931370104485,810651
0931320000266,810652
0931313000265,810668
0931350002707,810673
9313050006357,810678
931366000615,810679
0931312000358,810683
0931314000108,810692
0931313000130,810694
0931314000170,810716
0931313000204,810718
0931340004741,810720
0931341002418,810727
0931367005737,810734
93130500005258,810737
0931339001873,810738
0617267002198,810744
0931314000210,810747
09313120000286,810751
930514000104,810756
0931368006641,810760
0931313000007,810775
0931371100794,810777
,810784
0931339506963,810792
0931314000046,810793
0931339603304,810807
0931314000284,810811
0931371100794,810817
0931369008983,810846
0931368003520,810848
0931367003548,810850
0931314000176,810854
09313711017737,810855
0931364003073,810856
0930065004245,810860
0931313000262,810868
0931371100794,810871
0931353001334,810877
0931315000005,810878
0931311003533,810879
0931366001467,810881
0931368001121,810882
0931320000267,810884
0931339803632,810885
0931366005516,810886
0931371100349,810888
0931315000069,810891
0931312000264,810894
0931320000266,810901
0931312000146,810903
0931314000233,810907
0931314000073,810910
0931340004741,810924
0931370101803,810928
0931314000288,810929
0931313000226,810934
0931312000043,810947
0931369008884,810950
0931341000699,810954
0931370107681,810965
0931315000025,810975
0931311003532,810976
0931313000049,810996
0931370105549,810999
8006771102136,811003
8006771102136,811017
0931312000349,811022
09313140000294,811045
0931370110220,811048
0931314000171,811055
0931368006641,811070
0931314000027,811072
0931339935801,811087
0931350008853,811096
0931353002457,811110
0931370104892,811111
0931367001433,811127
0931315000050,811136
0931314000252,811137
0931370109809,811143
0931370109809,811147
9313013000016,811160
0931340000134,811181
0931370101803,811190
0931320000361,811197
,811198
0931339504534,811199
0931312000329,811202
0931314000067,811203
0931314000183,811208
0931350005956,811212
0931365990015,811215
0931312000143,811217
0931315000067,811220
0931312000253,811224
0931371102760,811226
0931312000111,811232
0931340006772,811240
0931350003090,811242
0931365002113,811253
0931312000314,811255
0931315000182,811257
0931341001617,811261
0931339408696,811264
0931366002740,811266
9313015000167,811269
9305068001929,811270
0931369008146,811271
0931315000063,811279
0931339405634,811285
0931370109258,811297
0931365000818,811298
0931370107843,811303
0931339605394,811304
0931315000185,811308
0931370104892,811310
0931313000182,811315
0931313000328,811317
0931368006025,811321
0931364003905,811324
0931312000194,811325
0931312000226,811328
0931311003475,811331
0931353005427,811342
0931340002783,811345
930514000104,811349
0931311003437,811352
0931315000141,811354
6115267002667,811357
0931339403312,811358
0931312000366,811361
0931313000213,811363
0931313000113,811370
0931339001873,811377
0931368002914,811381
0931339605394,811385
0931312000068,811386
0931369005002,811388
0931314000114,811392
0931314000168,811394
0931312000253,811413
0931339901589,811414
0434669008895,811434
0931312000125,811439
0931369008982,811442
0931312000226,811443
0931314000252,811453
0931353005427,811464
0931369005002,811465
0931311003475,811469
0931312000226,811476
5301666006885,811481
0931339408745,811482
0931314000176,811483
0931312000068,811484
93131030000098,811489
0931315000045,811501
0931350009430,811506
0931320000361,811507
0931311000006,811512
0931339603304,811518
0931313000262,811521
0931350009430,811529
0931365002541,811531
0931313000052,811548
0931314000049,811549
0931366005084,811558
0931339802893,811583
0931370107843,811614
0931370107681,811631
0931314000194,811633
0931314000242,811634
0931315000227,811649
0931315000210,811656
0931370110137,811660
0931313000110,811674
0931313000084,811680
0931341000816,811693
0931313000208,811694
0930515000103,811695
0931314000030,811712
0931313000113,811714
0931353001334,811737
0931314000067,811741
0931313000204,811742
0931314000101,811743
9313070109073,811758
0931313000182,811767
0931315000005,811772
0931313000328,811773
0931315000068,811778
0931313000307,811783
93131030000098,811789
0931312000314,811792
0931368002914,811807
0931340006772,811810
0931314000240,811821
0931315000141,811829
0931367006631,811830
0931341002418,811836
0931315000200,811840
0931315000199,811841
0931364003905,811848
0931371102272,811853
0931339504534,811861
0931312000329,811871
0931366005169,811890
0931365990015,811893
0931371102272,811903
0931312000023,811904
0931312000194,811909
0931313000084,811915
0931312000013,811928
0931368006333,811934
0931367005913,811943
0931369008982,811959
0434669008895,811960
0931369008980,811981
0931315000199,811985
0931314000255,811987
0931341000816,811988
0931353001355,811995
0931313000107,811998
09313xxxx13000096,811999
09313140000044,812001
0931313000045,812010
0931339409189,812017
0931311003507,812020
0931314000278,812022
09313150000021,812023
0931368004070,812025
0931315000242,812034
0931350004914,812040
0931368003533,812049
0931367005737,812053
0931315000179,812056
0931314000122,812061
0931312000143,812072
9313070109073,812089
0931315000179,812096
0931316000206,812108
0931314000122,812109
0931314000016,812117
0931315000179,812119
0931314000046,812122
0931371100350,812129
09313xxxx13000096,812146
0931314000108,812149
0931312000023,812153
0931311003507,812157
0931353001355,812161
0931369008980,812165
0931340000601,812169
0931313000146,812172
0931315000227,812173
0931350005956,812181
0931370110137,812182
0931350004914,812192
0931366004030,812202
0931370108805,812211
0931368004070,812213
9313050006357,812224
0931350005195,812234
0931314000018,812239
0931350008853,812241
0931313000197,812248
0931369008980,812261
0931314000168,812269
0931366007059,812282
0931339700592,812286
0931339105785,812287
9313014000164,812291
0931314000184,812293
0931371100350,812297
0931314000018,812309
0931369003001,812311
0931350005195,812312
0931314000271,812316
0931314000049,812318
0931314000108,812322
0931339701419,812323
0931313000146,812327
0931366006960,812328
0931366007059,812334
0931350004724,812344
0931367005913,812345
0931350005195,812349
0931350006906,812357
0931371101565,812362
0931339701419,812368
0931371101565,812384
0931366006960,812389
0931339703564,812442
0931339008253,812452
0931369005002,812455
0931367003020,812472
0931367001431,812499
0931313000187,812506
0931369008986,812508
0931314000224,812510
09313660006980,812515
0931371101565,812518
0931367001431,812519
0931313000133,812524
0931350006906,812525
0931368002234,812532
0931370104337,812538
0931314000098,812540
0931313000325,812558
0931369005002,812590
0931313000197,812592
0931314000049,812594
0931315000223,812607
9313014000164,812613
0931339700592,812615
0931313000316,812626
0931339101633,812640
0931315000092,812653
0931366006960,812654
0931369008980,812667
0931339603304,812675
0931313000116,812680
0931339008253,812689
9313068005528,812692
0931368006270,812699
0931313000265,812703
0931365005028,812716
0931368002234,812719
0931315000235,812723
0931341000946,812731
0931369001939,812740
0931313000237,812746
931314000268,812747
0931315000112,812748
0931315000068,812760
0931314000259,812768
0931314000209,812772
0931314000190,812779
0931313000264,812783
0931369003168,812790
0931353003241,812794
0931368004070,812796
0931369003001,812809
0931369002931,812812
0931315000084,812815
0931314000271,812818
0931313000045,812827
0931312000360,812829
0931315000227,812836
0931369003001,812843
9313040003916,812851
0931369008871,812852
0931364004363,812853
0931316000010,812855
0931315000235,812856
0931313000133,812861
0931313000116,812883
0931367003213,812884
0931366002881,812890
0931315000182,812909
0931313000107,812910
0931369008266,812917
0931369006228,812924
0931366005043,812928
0931341000946,812934
0931313000206,812937
,812940
0931366002880,812949
,812954
9313050000075,812956
5212650006238,812957
9313068005528,812961
0931314000265,812963
0931367001557,812972
931314000268,812976
0931353002493,812990
09313140000216,813001
0931312000186,813006
0931366006130,813009
0931350009486,813014
0931339101633,813015
0931350004915,813017
0931369002931,813022
0931364004363,813023
0931367000761,813025
,813038
0931314000117,813052
0931369008986,813055
0931312000264,813073
0931370108601,813078
0931314000072,813080
0931314000259,813091
0931314000224,813093
0931315000084,813097
0931339309297,813098
0931320000267,813105
0931369003168,813108
0931367005737,813110
0931315000069,813121
