report_id,risk,phone_num,insp_date,insp_timein,insp_timeout,insp_name,insp_badge
183429,2,2025432549,2013-06-28,12:10:00,12:40:00,SHARON CAVE,124
183437,3,2025944497,2013-07-02,18:00:00,19:00:00,Joyce Moore,64
183439,3,2026356307,2013-07-02,13:00:00,14:00:00,SHARON CAVE,124
183441,4,2024624265,2013-07-02,19:20:00,20:30:00,Joyce Moore,64
183451,3,2023525083,2013-06-28,10:45:00,12:15:00,JOSIAH AKINTOYE.,51
183454,3,,2013-07-01,18:30:00,19:15:00,Joyce Moore,64
183468,3,2022990800,2013-07-05,18:30:00,20:45:00,A. Jackson,54
183469,4,2026675500,2013-07-05,17:30:00,18:00:00,A. Jackson,54
183472,3,2023333120,2013-07-01,19:30:00,20:30:00,Joyce Moore,64
183474,2,,2013-07-03,12:23:00,13:30:00,Ronnie Taylor,601
183482,3,2026388060,2013-07-08,09:59:00,11:14:00,C BASSEY,612
183493,2,2023338128,2013-07-09,14:58:00,16:58:00,C BASSEY,612
183499,3,2025541357,2013-07-10,10:30:00,11:30:00,SHARON CAVE,124
183511,3,2025944497,2013-07-09,14:30:00,15:10:00,Robert Sudler Jr.,607
183518,3,,2013-07-10,17:45:00,18:55:00,Carolene Bailey,107
183531,3,2028228783,2013-07-11,13:04:00,14:10:00,FANG,611
183547,2,2024560500,2013-07-12,14:05:00,14:45:00,FANG,611
183560,3,,2013-07-11,11:33:00,13:49:00,C BASSEY,612
183566,3,2026356307,2013-07-12,12:59:00,13:49:00,C BASSEY,612
183579,3,2023474265,2013-07-11,18:25:00,19:50:00,JOSIAH  AKINTOYE.,51
183580,3,2025548826,2013-07-12,10:30:00,13:30:00,SHARON CAVE,124
183582,3,,2013-07-09,19:20:00,20:20:00,R ESPY-HARLAN,59
183583,3,2024888800,2013-07-12,12:30:00,13:30:00,SHARON CAVE,124
183589,3,2025254375,2013-07-15,12:13:00,12:57:00,Ivory Gene Cooper / Temesgen Jemaneh,650
183596,3,,2013-07-12,10:35:00,12:25:00,R ESPY-HARLAN,59
183604,3,2023477359,2013-07-15,11:30:00,12:00:00,SHARON CAVE,124
183609,3,2024793958,2013-07-11,13:00:00,14:05:00,SHARON CAVE,124
183610,3,2023877638,2013-07-16,10:45:00,12:15:00,ROSS GATERETSE,624
183611,3,2022651586,2013-07-16,10:00:00,12:30:00,A. Jackson/S. Terry,54
183614,4,2024624265,2013-07-16,19:15:00,20:55:00,ROSS GATERETSE,624
183616,3,2024833000,2013-07-16,17:40:00,18:45:00,ROSS GATERETSE,624
183618,2,2025303918,2013-07-17,10:25:00,11:00:00,Denise T. Lucas,603
183619,3,2025440518,2013-07-17,13:46:00,14:58:00,Ivory Gene Cooper / Temesgen Jemaneh,650
183623,3,2028228783,2013-07-17,11:50:00,12:30:00,FANG,611
183624,3,2028228783,2013-07-17,11:50:00,12:30:00,FANG,611
183625,3,2028228783,2013-07-17,11:50:00,12:30:00,FANG,611
183628,3,2027832123,2013-07-17,14:13:00,15:00:00,FANG,611
183631,2,2029860022,2013-07-17,10:45:00,12:00:00,A. Jackson,54
183636,4,2026254488,2013-07-17,19:20:00,20:55:00,ROSS GATERETSE,624
183637,4,2024624265,2013-07-17,17:40:00,18:50:00,ROSS GATERETSE,624
183650,3,,2013-07-16,17:10:00,18:30:00,JOSIAH  AKINTOYE.,51
183654,4,2026254488,2013-07-18,11:30:00,,Joyce Moore,64
183664,3,2022653413,2013-07-18,19:45:00,20:30:00,Joyce Moore,64
183682,4,2022233636,2013-07-22,13:05:00,14:35:00,Denise T. Lucas,603
183689,3,2025439090,2013-07-18,19:00:00,20:45:00,JOSIAH  AKINTOYE,51
183697,3,2023877638,2013-07-22,12:15:00,13:00:00,A. Jackson/T. Jemaneh,54
183700,3,2028423040,2013-07-22,14:15:00,15:00:00,A. Jackson/T. Jemaneh,54
183701,3,2023474265,2013-07-22,13:00:00,13:30:00,SHARON CAVE,124
183702,3,,2013-07-22,13:45:00,14:15:00,SHARON CAVE,124
183704,3,2024840228,2013-07-23,14:10:00,15:35:00,FANG,611
183705,3,2025440518,2013-07-23,10:10:00,11:00:00,FANG,611
183707,3,2025371040,2013-07-23,11:45:00,12:45:00,Joyce Moore,64
183721,2,2023323722,2013-07-19,13:15:00,13:55:00,Carolene Bailey,107
183724,3,2025254375,2013-07-24,12:40:00,13:30:00,FANG,611
183725,3,2022320395,2013-07-23,13:15:00,13:55:00,A. Jackson/T. Jemaneh,54
183737,3,2024644461,2013-07-24,12:00:00,12:30:00,SHARON CAVE,124
183738,3,2026675937,2013-07-24,19:30:00,20:30:00,Joyce Moore,64
183744,3,2023338377,2013-07-23,18:45:00,19:55:00,JOSIAH  AKINTOYE.,51
183754,3,2025548826,2013-07-25,13:19:00,14:10:00,FANG,611
183755,3,2026356307,2013-07-25,14:26:00,15:00:00,FANG,611
183770,3,2025880511,2013-07-26,10:15:00,10:45:00,A. Jackson,54
183772,3,,2013-07-25,18:00:00,18:25:00,A. Jackson,54
183773,3,2027890022,2013-07-26,13:19:00,14:20:00,FANG,611
183776,3,2023994722,2013-07-25,20:50:00,22:30:00,JOSIAH  KINTOYE.,51
183778,3,2022651586,2013-07-17,17:55:00,19:25:00,R ESPY-HARLAN,59
183785,3,2025880511,2013-07-22,10:00:00,11:15:00,A. Jackson,54
183792,3,,2013-07-25,17:20:00,18:20:00,JOSIAH  AKINTOYE,51
183814,3,2026355912,2013-07-25,13:17:00,14:12:00,C BASSEY,612
183820,2,2022348100,2013-07-29,11:10:00,12:00:00,CArolene Bailey,107
183825,4,2023935444,2013-07-29,11:30:00,12:35:00,SHARON CAVE,124
183826,3,,2013-07-30,10:10:00,11:10:00,FANG,611
183830,2,2022652674,2013-07-30,13:30:00,14:15:00,A. Jackson,54
183832,3,2025890899,2013-07-30,11:30:00,12:30:00,SHARON CAVE,124
183848,3,2026820500,2013-07-30,14:30:00,15:30:00,SHARON CAVE,124
183882,3,,2013-07-29,14:10:00,15:10:00,Temesgen Jemaneh,422
183887,2,2022346969,2013-07-25,12:00:00,12:45:00,Carolene Bailey,107
183893,3,2029559001,2013-07-31,17:50:00,18:45:00,Carolene Bailey,107
183894,3,,2013-07-31,14:10:00,14:50:00,Carolene Bailey,107
183897,3,2025467525,2013-08-01,10:02:00,11:28:00,Ivory Gene Cooper,650
183903,3,2025254375,2013-08-01,14:05:00,14:45:00,FANG,611
183904,3,2024840228,2013-08-01,14:55:00,15:45:00,FANG,611
183908,3,2022990800,2013-08-01,18:00:00,18:50:00,Carolene Bailey,107
183911,2,2022930162,2013-07-31,12:10:00,13:05:00,Carolene Bailey,107
183919,3,2023338377,2013-08-01,12:35:00,13:40:00,ROSS GATERETSE,624
183928,3,2025439090,2013-08-02,12:10:00,13:20:00,FANG,611
183934,3,2027891397,2013-08-02,21:35:00,23:30:00,Temesgen Jemaneh,422
183939,3,2026106464,2013-08-02,14:44:00,16:59:00,C BASSEY,612
183954,2,2022346969,2013-07-25,14:15:00,14:35:00,Carolene Bailey,107
183963,3,2025440931,2013-08-05,11:49:00,12:57:00,C BASSEY,612
183970,2,2022348100,2013-08-05,13:55:00,17:15:00,Carolene Bailey,107
183975,3,2026282222,2013-08-05,13:04:00,13:50:00,FANG,611
183976,3,2022169550,2013-08-05,13:55:00,14:40:00,FANG,611
183983,3,2022692981,2013-08-06,13:45:00,14:45:00,FANG,611
183985,4,2023935444,2013-08-06,15:05:00,15:45:00,FANG,611
183986,4,2029861415,2013-08-06,13:00:00,14:30:00,A. Jackson,54
183997,3,2027890066,2013-08-06,11:45:00,13:00:00,R ESPY-HARLAN,59
184001,3,2023286532,2013-08-06,19:25:00,20:40:00,ROSS GATERETSE,624
184007,3,,2013-08-06,12:15:00,12:35:00,SHARON CAVE,124
184008,3,2026821111,2013-08-02,12:10:00,12:30:00,SHARON CAVE,124
184010,3,2026294355,2013-07-29,13:00:00,14:00:00,SHARON CAVE,124
184011,3,2025467525,2013-08-07,09:40:00,11:00:00,Temesgen Jemaneh,422
184013,2,2023338830,2013-08-07,10:40:00,11:45:00,Denise T. Lucas,603
184016,3,,2013-08-06,19:05:00,20:28:00,Carolene Bailey,107
184029,3,2022443995,2013-08-07,12:00:00,13:50:00,A. Jackson,54
184031,3,2027335262,2013-08-07,10:40:00,11:50:00,ROSS GATERETSE,624
184043,2,2025881211,2013-08-06,18:40:00,19:35:00,Joyce Moore,64
184044,3,,2013-08-06,20:00:00,21:00:00,Joyce Moore,64
184051,3,2024626310,2013-08-07,17:40:00,18:55:00,ROSS GATERETSE,624
184052,3,2028032872,2013-08-07,15:00:00,15:45:00,A. Jackson,54
184053,3,2027890022,2013-08-07,11:15:00,11:45:00,SHARON CAVE,124
184054,3,2026862966,2013-08-07,19:40:00,20:40:00,Joyce Moore,64
184055,4,2023336183,2013-08-08,10:50:00,12:20:00,Denise T. Lucas,603
184065,2,2023930379,2013-08-08,10:45:00,11:45:00,A. Jackson,54
184066,2,2022894601,2013-08-08,14:00:00,14:45:00,A. Jackson,54
184068,2,,2013-08-08,10:40:00,11:55:00,ROSS GATERETSE,624
184083,3,2023477359,2013-08-02,10:30:00,11:00:00,SHARON CAVE,124
184084,3,2029948844,2013-08-08,11:30:00,12:30:00,SHARON CAVE,124
192115,3,2023337370,2013-06-14,11:10:00,12:20:00,Denise T. Lucas,603
192117,2,2029652222,2013-06-17,14:25:00,15:10:00,Denise T. Lucas,603
192118,3,2022320395,2013-06-20,11:10:00,15:00:00,Denise T. Lucas,603
192120,2,2023381747,2013-06-24,13:20:00,15:25:00,Denise T. Lucas,603
192137,3,,2013-07-22,10:45:00,12:20:00,Denise T. Lucas,603
192140,3,2027335262,2013-08-01,13:30:00,15:30:00,Denise T. Lucas,603
192142,4,2023422500,2013-08-06,10:30:00,14:00:00,Denise T. Lucas/Temesgen Jemaneh/Ronnie Taylor,603
192143,2,2023381747,2013-08-07,12:30:00,14:30:00,Denise T. Lucas,603
192146,3,2023381747,2013-08-08,15:00:00,16:00:00,Denise T. Lucas,603
192156,3,,2013-08-22,23:45:00,13:00:00,Denise T. Lucas,603
192162,3,2024503412,2013-09-05,10:15:00,22:55:00,Denise T. Lucas,603
192165,2,,2013-09-06,12:00:00,12:40:00,Denise T. Lucas,603
192166,3,2026592696,2013-09-17,13:35:00,16:15:00,Denise T. Lucas,603
192172,2,2028721144,2013-09-23,13:10:00,14:25:00,Denise T. Lucas,603
192178,4,2022328466,2013-10-15,12:15:00,14:40:00,Denise T. Lucas,603
192185,2,2028721144,2013-10-21,11:30:00,12:30:00,Denise T. Lucas,603
198088,3,,2013-08-09,10:10:00,23:00:00,Temesgen Jemaneh,422
198090,2,2025263677,2013-08-09,11:47:00,13:22:00,Ivory Gene Cooper,650
198091,4,2027376200,2013-08-09,11:03:00,13:00:00,Temesgen Jemaneh,422
198125,3,2026294355,2013-08-12,13:15:00,14:35:00,Temesgen Jemaneh,422
198130,3,2028064142,2013-08-12,10:00:00,11:00:00,A. Jackson/S. Terry,54
198133,3,2028064147,2013-08-12,11:45:00,12:00:00,A. Jackson/S. Terry,54
198137,2,2024870343,2013-08-12,14:00:00,14:55:00,Carolene Bailey,107
198146,3,2022345870,2013-08-12,13:30:00,15:00:00,A. Jackson/S. Terry,54
198147,3,,2013-08-12,11:00:00,12:00:00,Temesgen Jemaneh,422
198149,3,2027890066,2013-08-12,12:05:00,13:00:00,Temesgen Jemaneh,422
198162,3,2028064147,2013-08-12,11:00:00,11:45:00,A. Jackson/S. Terry,54
198167,3,2024136883,2013-08-13,13:00:00,14:30:00,A. Jackson,54
198185,2,2025263677,2013-08-14,12:55:00,13:30:00,FANG,611
198188,4,2023422500,2013-08-14,13:55:00,14:45:00,Carolene Bailey,107
198191,2,2022650868,2013-08-14,12:45:00,13:15:00,A. Jackson,54
198194,4,2023336183,2013-08-14,13:00:00,13:45:00,Carolene Bailey,107
198195,3,2028790066,2013-08-14,09:30:00,10:35:00,Temesgen Jemaneh,422
198222,4,,2013-08-15,11:00:00,11:30:00,Carolene Bailey,107
198235,4,2027376200,2013-08-16,12:55:00,13:50:00,Temesgen Jemaneh,422
198236,3,2023994722,2013-07-30,18:55:00,20:10:00,JOSIAH  AKINT OYE.,51
198259,4,2022980003,2013-08-19,10:30:00,12:45:00,Denise T. Lucas,603
198262,3,2022363017,2013-08-19,10:50:00,11:30:00,Bruce E. Flippens,411
198266,3,2023881200,2013-08-19,13:00:00,14:00:00,Bruce E. Flippens,411
198267,3,,2013-08-19,13:30:00,14:15:00,Joyce Moore,64
198282,4,2025890060,2013-08-19,14:10:00,15:10:00,Carolene Bailey,107
198285,2,2025880599,2013-08-20,10:35:00,11:15:00,A. Jackson,54
198290,2,2023476460,2013-08-20,14:00:00,14:50:00,Carolene Bailey,107
198302,3,2023493700,2013-08-20,11:00:00,13:15:00,R ESPY-HARLAN,59
198304,3,2023997526,2013-08-21,10:20:00,12:30:00,Temesgen Jemaneh,422
198316,3,2027583637,2013-08-21,15:20:00,16:30:00,FANG,611
198317,3,2024621159,2013-08-21,13:45:00,15:00:00,A. Jackson,54
198318,3,2023473434,2013-08-20,14:15:00,16:00:00,R ESPY-HARLAN,59
198325,3,2022969341,2013-08-22,08:42:00,15:05:00,Carolene Bailey,107
198327,3,2025891680,2013-08-16,13:30:00,14:30:00,SHARON CAVE,124
198335,2,2026975250,2013-08-22,10:00:00,23:40:00,Temesgen Jemaneh,422
198341,2,2026382460,2013-08-22,10:00:00,10:40:00,FANG,611
198349,3,2028981698,2013-08-22,13:45:00,14:30:00,Carolene Bailey,107
198361,3,2028980299,2013-08-21,13:00:00,14:00:00,SHARON CAVE,124
198368,3,2022363017,2013-08-23,10:50:00,11:15:00,Bruce E.Flippens,411
198387,3,2023622583,2013-08-23,12:55:00,14:15:00,ROSS GATERETSE,624
198391,3,2022169481,2013-08-26,12:02:00,13:10:00,Temesgen Jemaneh,422
198392,3,2028980299,2013-08-26,13:24:00,13:50:00,Temesgen Jemaneh,422
198401,3,2024623332,2013-08-23,14:00:00,14:45:00,A. Jackson,54
198409,3,2026272183,2013-08-26,11:45:00,12:25:00,Carolene Bailey,107
198414,3,2023195259,2013-08-27,10:21:00,12:00:00,Temesgen Jemaneh,422
198419,3,3109269920,2013-08-27,12:40:00,13:34:00,Ronnie Taylor,601
198420,3,2026272183,2013-08-27,13:50:00,14:30:00,Ronnie Taylor,601
198423,1,,2013-08-26,14:00:00,15:15:00,JOSIAH.  AKINTOYE.,51
198429,3,2024621159,2013-08-27,13:25:00,14:20:00,ROSS GATERETSE,624
198431,3,2026323434,2013-08-23,12:30:00,13:30:00,R ESPY-HARLAN,59
198432,3,2025473233,2013-08-27,14:01:00,15:45:00,C BASSEY,612
198433,3,2025440100,2013-08-27,15:58:00,16:47:00,C BASSEY,612
198446,3,2023473434,2013-08-28,12:10:00,13:00:00,Temesgen Jemaneh,422
198449,4,2025431040,2013-08-28,09:50:00,10:50:00,FANG,611
198457,2,2023370400,2013-08-28,12:29:00,14:15:00,C BASSEY,612
198466,3,2023493700,2013-08-28,11:00:00,12:00:00,Temesgen Jemaneh,422
198480,2,2023477428,2013-08-29,10:20:00,11:05:00,Bruce E. Flippens,411
198502,3,,2013-08-28,18:15:00,19:30:00,ROSS GATERETSE,624
198503,3,2022934440,2013-08-28,16:45:00,18:00:00,ROSS GATERETSE,624
198505,3,2024503412,2013-08-29,10:35:00,11:35:00,Denise Lucas,603
198514,4,2022980003,2013-08-30,11:35:00,12:15:00,Denise T. Lucas,603
198534,3,2023334100,2013-09-03,10:20:00,11:30:00,Bruce E. Flippens,411
198537,3,2023195259,2013-09-03,12:45:00,13:20:00,Temesgen Jemaneh,422
198548,3,2022345870,2013-09-03,02:15:00,14:45:00,A. Jackson,54
198553,2,2025067178,2013-09-03,16:55:00,18:25:00,ROSS GATERETSE,624
198556,0,,2013-09-04,10:30:00,11:15:00,Denise T. Lucas,603
198559,3,,2013-09-04,12:30:00,13:30:00,Denise T. Lucas,603
198563,1,,2013-09-04,10:55:00,11:35:00,FANG,611
198573,2,2029860935,2013-09-04,11:40:00,12:30:00,A. Jackson,54
198584,3,2028240730,2013-08-30,13:00:00,14:00:00,SHARON CAVE,124
198591,3,2028228000,2013-09-04,18:55:00,20:30:00,ROSS GATERETSE,624
198613,2,2028821919,2013-09-05,14:25:00,15:40:00,ROSS GATERETSE,624
198614,2,2029864646,2013-09-05,17:30:00,17:45:00,A. Jackson,54
198619,4,,2013-09-05,13:15:00,14:15:00,SHARON CAVE,124
198620,3,2022446750,2013-09-05,17:30:00,18:35:00,Joyce Moore,64
198630,3,2028228783,2013-09-04,14:35:00,17:00:00,R ESPY-HARLAN,59
198642,3,2025067272,2013-09-05,11:00:00,11:30:00,SHARON CAVE,124
198647,2,2029861333,2013-09-09,11:30:00,12:45:00,A. Jackson,54
198656,3,2022934440,2013-09-09,16:55:00,18:10:00,ROSS GATERETSE,624
198660,3,2024796738,2013-09-06,13:00:00,14:00:00,SHARON CAVE,124
198661,3,2022969341,2013-09-06,10:35:00,11:40:00,ROSS GATERETSE,624
198666,3,2029948844,2013-08-13,13:00:00,13:30:00,SHARON CAVE,124
198670,3,2028240730,2013-09-04,13:10:00,13:30:00,SHARON CAVE,124
198671,4,,2013-09-09,12:30:00,13:00:00,SHARON CAVE,124
198678,3,2023881200,2013-09-10,11:25:00,12:10:00,Bruce E. Flippens,411
198680,3,2026472262,2013-09-05,10:15:00,11:15:00,R ESPY-HARLAN,59
198695,2,2023318118,2013-09-03,14:15:00,15:00:00,Carolene Bailey,107
