X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-76.973104272,38.897461078,2243,292426,ACTIVE,General Business Licenses,400316001598,"THREE AND ONE CONTRACTORS, LLC",2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-28T00:00:00.000Z,(202) 425-9474,2016-03-30T06:45:30.000Z,WASHINGTON,DC,557 23RD PLACE NE,38.897454,-76.973102,402333.32,136622.94,20002,7640,4994,4994,7,7D,7D01,FIFTH,507,25,NONE,NONE,NONE,NONE
-76.919519773800005,38.885710788300003,2246,170745,EXPIRED,Barber Shop,50005651,BALLARD INEZ,2014-03-01T00:00:00.000Z,2016-02-28T00:00:00.000Z,2016-04-04T00:00:00.000Z,00,2016-04-06T06:45:35.000Z,WASHINGTON,DC,5571 CENTRAL AVENUE SE,38.885703,-76.919518,406982.76,135321.3,20019,7645,4999,4999,7,7E,7E06,SIXTH,604,33,NONE,NONE,NONE,NONE
-76.995947713700005,38.881520266899997,2296,271783,READY TO RENEW,One Family Rental,500514903119,"Frank Emmet Real Estate; Duane Emmet",2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-11T00:00:00.000Z,301-589-6000,2016-03-14T06:45:52.000Z,WASHINGTON,DC,548 7TH STREET SE,38.881513,-76.995945,400351.8,134853.05,20003,8426,5184,5184,6,6B,6B03,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.998149103299994,38.958707718600003,2303,292079,ACTIVE,General Business Licenses,400316902729,Dante Settles,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-18T00:00:00.000Z,202-725-0198,2016-03-21T06:45:40.000Z,WASHINGTON,DC,5715 6TH STREET NE,38.9587,-76.998147,400160.62,143421.5,20011,7002,5213,5213,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,NONE
-76.993984623,38.881541892500003,2317,243459,READY TO RENEW,Two Family Rental,66004028,STANLEY E BISSEY ,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2025443900,2016-03-14T06:45:52.000Z,WASHINGTON,DC,541 9TH STREET SE,38.881534,-76.993982,400522.13,134855.46,20003,9132,5256,5256,6,6B,6B04,FIRST,107,26,NONE,NONE,NONE,NONE
-76.972861807900003,38.905431707399998,177,158864,ACTIVE,Apartment,500112000353,,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-29T00:00:00.000Z,2028096955,2016-03-31T06:45:38.000Z,WASHINGTON,DC,2205 M STREET NE,38.905424,-76.97286,402354.09,137507.75,20002,50640,567,567,5,5B,5B12,FIFTH,507,23,NONE,NONE,NONE,NONE
-76.970217337700007,38.862465475699999,650,271952,READY TO RENEW,Apartment,500114903226,"WCSmith; Anita Baker",2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-11T00:00:00.000Z,202-371-1220,2016-03-14T06:45:51.000Z,WASHINGTON,DC,2633 NAYLOR ROAD SE,38.862458,-76.970215,402585.02,132738.24,20020,45682,988,988,8,8B,8B01,SIXTH,606,35,NONE,NONE,NONE,NONE
-76.969994923100003,38.862554421900001,652,271953,READY TO BATCH PRINT,Apartment,500114903227,"WCSmith; Anita Baker",2016-06-01T00:00:00.000Z,2018-05-31T00:00:00.000Z,2016-04-05T00:00:00.000Z,202-371-1220,2016-04-07T06:45:31.000Z,WASHINGTON,DC,2635 NAYLOR ROAD SE,38.862547,-76.969993,402604.32,132748.12,20020,45695,998,998,8,8B,8B01,SIXTH,606,35,NONE,NONE,NONE,NONE
-76.997014355399997,38.8846698113,1114,147221,LAPSED,General Business Licenses,400312900324,True North Projects LLC,2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,2025442620,2016-04-06T06:45:35.000Z,WASHINGTON,DC,643 PENNSYLVANIA AVENUE SE,38.884662,-76.997012,400259.24,135202.67,20003,1770,1953,1953,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.998119324499996,38.902236247399998,1598,271368,READY TO BATCH PRINT,One Family Rental,500514902985,David Swift,2016-06-01T00:00:00.000Z,2018-05-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,202-550-6599,2016-04-06T06:45:35.000Z,WASHINGTON,DC,605 K STREET NE,38.902229,-76.998117,400163.33,137152.68,20002,5194,3336,3336,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,NONE
-76.980269620200005,38.896962093100001,1616,167874,ACTIVE,Two Family Rental,66001359,,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-17T00:00:00.000Z,2026800990,2016-03-21T06:45:39.000Z,WASHINGTON,DC,606 17TH STREET NE,38.896955,-76.980267,401711.76,136567.39,20002,5221,3350,3350,6,6A,6A07,FIFTH,507,25,NONE,NONE,NONE,NONE
-76.977177279900005,38.897066837700002,1617,245944,ACTIVE,Two Family Rental,500612000208,,2016-06-01T00:00:00.000Z,2018-05-31T00:00:00.000Z,2016-04-01T00:00:00.000Z,3014041880,2016-04-04T06:45:44.000Z,WASHINGTON,DC,606 19TH STREET NE,38.897059,-76.977175,401980.01,136579.08,20002,5222,3351,3351,6,6A,6A07,FIFTH,507,25,NONE,NONE,NONE,NONE
-77.001853816299999,38.8862981901,199,160942,LAPSED,Apartment,70102803,KSKS LLC,2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,2025477919,2016-04-06T06:45:36.000Z,WASHINGTON,DC,220 3RD STREET SE,38.886291,-77.001852,399839.36,135383.43,20003,50691,615,615,6,6B,6B01,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.985781243299996,38.890613794399997,682,237982,READY TO BATCH PRINT,One Family Rental,70104028,,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-30T00:00:00.000Z,2025443900,2016-04-01T06:45:30.000Z,WASHINGTON,DC,26 14TH STREET NE,38.890606,-76.985779,401233.75,135862.59,20002,46085,1044,1044,6,6A,6A04,FIRST,108,26,NONE,NONE,NONE,NONE
-77.009100730100002,38.8254010538,1142,241865,READY TO RENEW,Apartment,68003677,,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2025616034,2016-03-14T06:45:52.000Z,WASHINGTON,DC,65 FORRESTER STREET SW,38.825394,-77.009098,399209.94,128623.45,20032,1554,2038,2038,8,8D,8D04,SEVENTH,708,39,NONE,NONE,NONE,NONE
-77.008000817600006,38.915785441099999,702,270747,ACTIVE,Apartment,500114000458,,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-04-01T00:00:00.000Z,,2016-04-04T06:45:44.000Z,WASHINGTON,DC,26 T STREET NE,38.915778,-77.007999,399306.33,138656.78,20002,46128,1083,1083,5,5C,5C06,FIFTH,502,21,NONE,NONE,NONE,NONE
-76.991740628800002,38.897780886100001,1184,168084,LAPSED,Two Family Rental,500612000169,,2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,,2016-04-06T06:45:35.000Z,WASHINGTON,DC,616 11TH STREET NE,38.897773,-76.991738,400716.67,136658.13,20002,4217,2131,2131,6,6A,6A02,FIRST,104,25,NONE,NONE,NONE,NONE
-76.997352399799993,38.894127894900002,1202,168092,ACTIVE,Two Family Rental,500612900253,,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-17T00:00:00.000Z,2027448214,2016-03-21T06:45:39.000Z,WASHINGTON,DC,633 MARYLAND AVENUE NE,38.89412,-76.99735,400229.88,136252.59,20002,2628,2162,2162,6,6C,6C06,FIRST,107,25,NONE,NONE,NONE,CAPITOL HILL BID
-76.997891902700005,38.881472934,1675,162118,ACTIVE,One Family Rental,500512000860,CHRIST CHURCH  WASHINGTON PARISH,2016-02-01T00:00:00.000Z,2018-01-31T00:00:00.000Z,2016-03-09T00:00:00.000Z,,2016-03-10T06:45:45.000Z,WASHINGTON,DC,612 G STREET SE,38.881465,-76.99789,400183.11,134847.79,20003,4685,3492,3492,6,6B,6B03,FIRST,107,26,NONE,NONE,NONE,NONE
-76.997584561300002,38.8940476354,1212,268916,EXPIRED,Two Family Rental,500614000169,,2014-03-01T00:00:00.000Z,2016-02-29T00:00:00.000Z,2016-04-04T00:00:00.000Z,,2016-04-06T06:45:35.000Z,WASHINGTON,DC,625 MARYLAND AVENUE NE,38.89404,-76.997582,400209.74,136243.68,20002,3132,2178,2178,6,6C,6C06,FIRST,107,25,NONE,NONE,NONE,CAPITOL HILL BID
-76.998871991900003,38.823926446,1704,162750,ACTIVE,One Family Rental,500512001133,,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-17T00:00:00.000Z,,2016-03-21T06:45:39.000Z,WASHINGTON,DC,616 GALVESTON STREET SE,38.823919,-76.99887,400098.15,128459.72,20032,4258,3567,3567,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
-76.974776047600002,38.868070684400003,299,269859,LAPSED,General Business Licenses,400314902331,Nyisha Ewell,2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,202-904-7537,2016-04-06T06:45:35.000Z,WASHINGTON,DC,2201 S STREET SE,38.868063,-76.974774,402189.2,133360.34,20020,50564,456,456,8,7B,7B03,SEVENTH,701,34,NONE,NONE,NONE,NONE
-76.996370660500006,38.897948407,1240,269273,ACTIVE,Two Family Rental,500614000200,,2016-04-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,2016-03-17T00:00:00.000Z,,2016-03-21T06:45:39.000Z,WASHINGTON,DC,620 7TH STREET NE,38.897941,-76.996368,400315.03,136676.7,20002,3863,2284,2284,6,6C,6C06,FIRST,104,25,NONE,NONE,NONE,NONE
-76.925527629599998,38.897871847600001,1260,170322,ACTIVE,Patent Medicine,39808030,HAN & SOOK INC,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-04-01T00:00:00.000Z,2029999999,2016-04-04T06:45:44.000Z,WASHINGTON,DC,615 DIVISION AVENUE NE,38.897864,-76.925525,406460.41,136670.83,20019,4148,2306,2306,7,7C,7C06,SIXTH,608,31,NONE,NONE,NONE,NONE
-76.998690022900007,38.824884495299997,1748,292222,ACTIVE,One Family Rental,500516002332,,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-22T00:00:00.000Z,202-388-7794,2016-03-24T06:45:39.000Z,WASHINGTON,DC,609 FORRESTER STREET SE,38.824877,-76.998688,400113.95,128566.07,20032,4992,3983,3983,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
-76.974552139699995,38.871345282299998,307,171164,READY TO RENEW,Barber Shop,68003995,LOOK FABULOUS ,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,,2016-03-14T06:45:52.000Z,WASHINGTON,DC,2203 MINNESOTA AVENUE SE,38.871338,-76.97455,402208.53,133723.85,20020,50594,481,481,8,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,NONE
-76.973912445799996,38.922158358700003,321,291875,ACTIVE,Consumer Goods (Auto Repair),800416000008,RIGHT HOUR AUTO SALES INC.,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-11T00:00:00.000Z,2025267200,2016-03-14T06:45:52.000Z,WASHINGTON,DC,2201 CHANNING STREET NE,38.922151,-76.97391,402262.43,139364.52,20018,50553,506,506,5,5B,5B02,FIFTH,503,22,NONE,NONE,NONE,NONE
-77.0049362898,38.965723888200003,1282,292326,ACTIVE,One Family Rental,500516902817,Lauren Gaffney,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-24T00:00:00.000Z,202-765-7288,2016-03-28T06:45:34.000Z,WASHINGTON,DC,6200 SLIGO MILL ROAD NE,38.965716,-77.004934,399572.4,144200.37,20011,3702,2360,2360,4,4B,4B07,FOURTH,406,19,NONE,NONE,NONE,NONE
-76.912099717900006,38.894157643200003,1285,239431,READY TO RENEW,Asbestos Business,68003698,GOEL SERVICES INC.,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2025723100,2016-03-23T06:46:23.000Z,WASHINGTON,DC,6201 DIX STREET NE,38.89415,-76.912097,407625.63,136259.56,20019,3712,2361,2361,7,7C,7C05,SIXTH,608,31,NONE,NONE,NONE,NONE
-76.976796496,38.897138289099999,1841,268589,EXPIRED,General Business Licenses,400314901809,Wendell Catlett,2014-03-01T00:00:00.000Z,2016-02-29T00:00:00.000Z,2016-04-04T00:00:00.000Z,202-569-0189,2016-04-06T06:45:35.000Z,WASHINGTON,DC,609 19TH STREET NE,38.897131,-76.976794,402013.04,136587.02,20002,4963,3896,3896,7,7D,7D01,FIFTH,507,25,NONE,NONE,NONE,NONE
-76.994668366200003,38.897609897499997,1854,269657,LAPSED,General Business Licenses,400314902261,Ryan Gordon,2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,703-869-0081,2016-04-06T06:45:35.000Z,WASHINGTON,DC,605 8TH STREET NE,38.897602,-76.994666,400462.7,136639.13,20002,5403,3929,3929,6,6A,6A02,FIRST,104,25,NONE,NONE,NONE,NONE
-76.986332326899998,38.897871453199997,1313,272108,READY TO RENEW,One Family Rental,500514903277,"TTR, Sothebys International; NA",2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-11T00:00:00.000Z,877-898-3989,2016-03-14T06:45:52.000Z,WASHINGTON,DC,615 ELLIOTT STREET NE,38.897864,-76.98633,401185.82,136668.24,20002,4151,2368,2368,6,6A,6A06,FIRST,108,25,NONE,NONE,NONE,NONE
-76.998996138600006,38.823561243500002,1316,270174,ACTIVE,General Business Licenses,400314902498,"diavows@yahoo.com; Taneshia Hall",2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-17T00:00:00.000Z,800-773-0888,2016-03-21T06:45:39.000Z,WASHINGTON,DC,615 GALVESTON STREET SE,38.823554,-76.998994,400087.37,128419.18,20032,4163,2379,2379,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
-77.007185208899998,38.964598100700002,1884,270865,ACTIVE,One Family Rental,500514002032,,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-04-01T00:00:00.000Z,,2016-04-04T06:45:44.000Z,WASHINGTON,DC,6131 1ST PLACE NE,38.964591,-77.007183,399377.49,144075.41,20011,4424,4031,4031,4,4B,4B07,FOURTH,406,19,NONE,NONE,NONE,NONE
-76.9961701549,38.829872159600001,845,269547,READY TO BATCH PRINT,One Family Rental,500514902192,Joe Peebles,2016-04-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,202-431-4140,2016-04-06T06:45:35.000Z,WASHINGTON,DC,701 BRANDYWINE STREET SE,38.829865,-76.996168,400332.74,129119.74,20032,345,1311,1311,8,8D,8D01,SEVENTH,706,39,NONE,NONE,YUMA ST SE,NONE
-76.995894323100003,38.898054419600001,1328,239202,READY TO RENEW,Two Family Rental,70104595,GREG  SELFRIDGE,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,,2016-03-14T06:45:52.000Z,WASHINGTON,DC,621 7TH STREET NE,38.898047,-76.995892,400356.35,136688.47,20002,3795,2444,2444,6,6C,6C06,FIRST,104,25,NONE,NONE,NONE,NONE
-76.996472027199999,38.957845949700001,1330,271960,READY TO RENEW,One Family Rental,500514903219,LONG & FOSTER PROP MGMT,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-11T00:00:00.000Z,202-747-4181,2016-03-14T06:45:52.000Z,WASHINGTON,DC,639 KENSINGTON PLACE NE,38.957838,-76.99647,400305.98,143325.84,20011,2268,2447,2447,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,NONE
-76.9971040418,38.895633457700001,1333,273829,LAPSED,Charitable Exempt,400114000030,MAKE ROADS SAFE INC,2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,2025441515,2016-04-06T06:45:35.000Z,WASHINGTON,DC,636 LEXINGTON PLACE NE,38.895626,-76.997102,400251.42,136419.72,20002,2356,2457,2457,6,6C,6C06,FIRST,104,25,NONE,NONE,NONE,NONE
-76.9974839084,38.884806209300002,1341,173693,ACTIVE,Restaurant,53000422,LAPLAZA INC,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-28T00:00:00.000Z,2025469512,2016-03-30T06:45:30.000Z,WASHINGTON,DC,629 PENNSYLVANIA AVENUE SE,38.884799,-76.997482,400218.5,135217.81,20003,2898,2475,2475,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-77.020431353299998,38.880122249099998,1791,270058,LAPSED,One Family Rental,500514902433,"Kelly Matoney LLC; Kelly Matoney",2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,440-289-0064,2016-04-06T06:45:35.000Z,WASHINGTON,DC,610 H STREET SW,38.880115,-77.020429,398227.41,134698.05,20024,4847,3736,3736,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,NONE
-76.997966467500007,38.8937326199,1797,246161,READY TO RENEW,Two Family Rental,500612900771,,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2029651878,2016-03-14T06:45:52.000Z,WASHINGTON,DC,604 C STREET NE,38.893725,-76.997964,400176.61,136208.71,20002,5346,3771,3771,6,6C,6C06,FIRST,107,25,NONE,NONE,NONE,CAPITOL HILL BID
-76.973912445799996,38.922158358700003,406,170569,ACTIVE,Used Car Lot,69011399,RIGHT HOUR AUTO SALES INC.,2015-12-01T00:00:00.000Z,2017-11-30T00:00:00.000Z,2016-03-11T00:00:00.000Z,2025267200,2016-03-14T06:45:52.000Z,WASHINGTON,DC,2201 CHANNING STREET NE,38.922151,-76.97391,402262.43,139364.52,20018,50553,506,506,5,5B,5B02,FIFTH,503,22,NONE,NONE,NONE,NONE
-76.918992870799997,38.899362437400001,884,291890,ACTIVE,One Family Rental,500516002185,SSG REAL ESTATE LLC.,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-10T00:00:00.000Z,703-302-0657,2016-03-14T06:45:52.000Z,WASHINGTON,DC,704 57TH PLACE NE,38.899355,-76.918991,407027.13,136836.78,20019,165,1368,1368,7,7C,7C06,SIXTH,608,31,NONE,NONE,NONE,NONE
-76.995622693200005,38.829048496200002,893,271573,READY TO RENEW,Apartment,500114903026,"WILLOUGHBY REAL ESTATE CO.; DAVID WILLOUGHBY",2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-11T00:00:00.000Z,202-546-3600,2016-03-14T06:45:51.000Z,WASHINGTON,DC,701 CHESAPEAKE STREET SE,38.829041,-76.99562,400380.28,129028.31,20032,212,1396,1396,8,8D,8D01,SEVENTH,706,39,NONE,NONE,NONE,NONE
-76.944473587700003,38.879004246800001,894,164354,READY TO RENEW,One Family Rental,66003623,BRENDA THOMPSON ,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,,2016-03-14T06:45:52.000Z,WASHINGTON,DC,702 RIDGE ROAD SE,38.878997,-76.944471,404818.19,134575.21,20019,218,1400,1400,7,7E,7E01,SIXTH,605,33,NONE,NONE,NONE,NONE
-77.006772583599997,38.945140807800001,897,292110,ACTIVE,Apartment,500116000265,WEBSTER COMMONS LLC.,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-17T00:00:00.000Z,,2016-03-21T06:45:40.000Z,WASHINGTON,DC,70 WEBSTER STREET NE,38.945133,-77.00677,399413.09,141915.47,20011,244,1412,1412,5,5C,5C12,FOURTH,405,19,NONE,NONE,NONE,NONE
-77.006772583599997,38.945140807800001,901,160641,CANCELLED,Apartment,69000840,70 WEBSTER LLC,2015-02-01T00:00:00.000Z,2017-01-31T00:00:00.000Z,2016-03-15T00:00:00.000Z,2024376935,2016-03-17T06:45:34.000Z,WASHINGTON,DC,70 WEBSTER STREET NE,38.945133,-77.00677,399413.09,141915.47,20011,244,1412,1412,5,5C,5C12,FOURTH,405,19,NONE,NONE,NONE,NONE
-77.020851374599999,38.8814794691,1355,268393,ACTIVE,One Family Rental,500514901711,,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-17T00:00:00.000Z,2022768670,2016-03-21T06:45:39.000Z,WASHINGTON,DC,619 G STREET SW,38.881472,-77.020849,398191,134848.72,20024,3800,2508,2508,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,NONE
-76.998036214699994,38.885067192800001,1895,173404,ACTIVE,Restaurant,39701419,AATISH ON THE HILL,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-04-05T00:00:00.000Z,2025440939,2016-04-07T06:45:31.000Z,WASHINGTON,DC,609 PENNSYLVANIA AVENUE SE,38.88506,-76.998034,400170.58,135246.78,20003,5015,4061,4061,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.98411270699999,38.8975663294,1902,271328,READY TO RENEW,One Family Rental,500514902939,"Property Specialists; Linda Sengupta",2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,202-629-3481,2016-03-14T06:45:52.000Z,WASHINGTON,DC,602 TENNESSEE AVENUE NE,38.897559,-76.98411,401378.37,136634.4,20002,5443,4078,4078,6,6A,6A06,FIRST,108,25,NONE,NONE,NONE,NONE
