permitID,yelpID,categories,street_address,zip,lat,lon,rating,review_count
6497.0,adams-morgan-coffee-shop-washington-3,"[[Ethiopian, ethiopian], [Cafes, cafes]]",[2204 18th St NW],20009,38.919019,-77.041694,4.0,72.0
173153.0,addis-ethiopian-restaurant-washington,"[[Ethiopian, ethiopian], [Vegetarian, vegetarian]]",[707 H Street NE],20002,38.89992,-76.9957699,4.5,52.0
2579.0,afghan-grill-washington,"[[Middle Eastern, mideastern], [Afghan, afghani]]",[2309 Calvert St NW],20008,38.92379,-77.0509262,4.0,184.0
172269.0,after-peacock-room-washington,"[[Cafes, cafes], [American (New), newamerican]]",[2622 P St NW],20007,38.9093316346,-77.0550417155,4.5,34.0
137296.0,agora-washington,"[[Mediterranean, mediterranean], [Turkish, turkish], [Lebanese, lebanese]]",[1527 17th St NW],20036,38.910675,-77.038132,4.0,652.0
5845.0,agora-washington,"[[Mediterranean, mediterranean], [Turkish, turkish], [Lebanese, lebanese]]",[1527 17th St NW],20036,38.910675,-77.038132,4.0,652.0
148065.0,agua-301-washington-2,"[[Mexican, mexican]]",[301 Water St SE],20003,38.8732312002,-77.0017175209,3.0,258.0
6115.0,aka-white-house-extended-stay-washington,"[[Apartments, apartments], [Hotels, hotels]]",[1710 H St NW],20006,38.8999214,-77.0403366,3.5,39.0
188282.0,al-crostino-washington-2,"[[Italian, italian]]",[1926 9th St NW],20001,38.916334,-77.024289,4.0,44.0
172668.0,al-crostino-washington,"[[Italian, italian], [Wine Bars, wine_bars]]",[1324 U St NW],20009,38.9168663,-77.0305023,3.5,85.0
5626.0,al-crostino-washington-2,"[[Italian, italian]]",[1926 9th St NW],20001,38.916334,-77.024289,4.0,44.0
1658.0,al-crostino-washington-2,"[[Italian, italian]]",[1926 9th St NW],20001,38.916334,-77.024289,4.0,44.0
6566.0,al-dente-washington,"[[Pizza, pizza], [Italian, italian]]","[3201 New Mexico Ave NW, Ste E]",20016,38.9330292,-77.0846634,3.0,149.0
2415.0,al-tiramisu-washington,"[[Italian, italian]]",[2014 P St NW],20036,38.9093919,-77.04557,4.0,274.0
148128.0,alba-osteria-washington,"[[Italian, italian]]",[425 I St NW],20001,38.9015008582,-77.0164362095,3.5,255.0
3047.0,alero-restaurant-washington,"[[Mexican, mexican]]",[3500 Connecticut Ave NW],20008,38.9358597,-77.0590515,3.0,192.0
2056.0,alero-restaurant-washington-2,"[[Tex-Mex, tex-mex], [Mexican, mexican]]",[1724 Connecticut Ave NW],20009,38.9133605957,-77.0460128784,3.0,207.0
1624.0,alero-restaurant-washington-4,"[[Mexican, mexican]]","[1301 U St NW, Ste 113]",20009,38.9173,-77.03053,2.5,456.0
4758.0,alero-restaurant-washington-6,"[[Mexican, mexican]]","[Columbia Heights, 3345 14th St]",20010,38.9306686074,-77.0326774567,2.5,82.0
188224.0,alfies-washington-2,"[[Thai, thai], [Dive Bars, divebars]]",[3301 Georgia Ave NW],20010,38.9313620237,-77.0233410224,4.0,65.0
188821.0,z-burger-washington-5,"[[Burgers, burgers], [Breakfast & Brunch, breakfast_brunch], [Sandwiches, sandwiches]]","[1101 4th St SW, Unit 170]",20024,38.8773144012,-77.0183317365,3.5,135.0
188694.0,all-purpose-washington,"[[Bars, bars], [Pizza, pizza]]",[1250 9th St NW],20001,38.9069628657,-77.0241399854,4.0,20.0
148023.0,all-souls-bar-washington,"[[Bars, bars]]",[725 T St NW],20001,38.9157506,-77.0227059,4.0,70.0
172804.0,alphonse-italian-market-and-osteria-washington,"[[Italian, italian], [Specialty Food, gourmet]]",[1212 U St NW],20009,38.917124352,-77.0285074134,3.5,129.0
188436.0,alta-strada-washington,"[[Italian, italian]]",[465 K St NW],20001,38.9026549,-77.0184338,4.0,35.0
147346.0,ambar-washington,"[[Modern European, modern_european]]",[523 8th St SE],20003,38.8820228577,-76.9953384399,4.0,642.0
6905.0,ambassador-restaurant-and-bar-washington,"[[African, african], [Ethnic Food, ethnicmarkets]]",[1907 9th St. NW],20001,38.9159813,-77.0236511,4.0,1.0
2277.0,ambassador-restaurant-and-bar-washington,"[[African, african], [Ethnic Food, ethnicmarkets]]",[1907 9th St. NW],20001,38.9159813,-77.0236511,4.0,1.0
188013.0,americas-best-wings-washington-4,"[[Chicken Wings, chicken_wings]]",[3746 10 St NE],20017,38.9367294312,-76.9939117432,3.0,3.0
6220.0,americas-best-wings-washington,"[[Chicken Wings, chicken_wings]]",[4524 Benning  Rd SE],20019,38.8888710737,-76.9370962679,2.5,20.0
7084.0,americas-best-wings-washington-2,"[[Chicken Wings, chicken_wings], [American (New), newamerican]]",[2863 Alabama Ave SE],20020,38.8600044698,-76.9664677978,3.5,22.0
3573.0,american-city-diner-washington,"[[Diners, diners]]",[5532 Connecticut Ave],20015,38.96413,-77.07557,2.5,165.0
5408.0,american-ice-company-washington,"[[Barbeque, bbq], [Bars, bars]]",[917 V St NW],20001,38.9183502,-77.0252838,3.5,303.0
4221.0,american-legion-post-no-8-washington,"[[Community Service/Non-Profit, nonprofit]]",[224 D St SE],20003,38.8852145,-77.0024401,4.5,6.0
5249.0,amorini-panini-washington,"[[Sandwiches, sandwiches]]",[906 F St NW],20004,38.8972051,-77.0243083,3.5,110.0
188641.0,amsterdam-falafelshop-washington-2,"[[Falafel, falafel], [Vegetarian, vegetarian], [Sandwiches, sandwiches]]",[1830 14th St NW],20009,38.915138,-77.032364,4.5,220.0
172288.0,amsterdam-falafelshop-washington-2,"[[Falafel, falafel], [Vegetarian, vegetarian], [Sandwiches, sandwiches]]",[1830 14th St NW],20009,38.915138,-77.032364,4.5,220.0
172369.0,amsterdam-falafelshop-washington-4,"[[Vegetarian, vegetarian], [Middle Eastern, mideastern], [Falafel, falafel]]",[2425 18th St NW],20009,38.9211997986,-77.0418624878,4.5,1612.0
187713.0,amsterdam-cafe-and-lounge-washington,"[[Cafes, cafes], [Lounges, lounges], [Sports Bars, sportsbars]]",[1208 U St NW],20009,38.916736,-77.028495,3.0,17.0
5719.0,new-world-cafe-washington,"[[Delis, delis], [Chinese, chinese], [Breakfast & Brunch, breakfast_brunch]]",[720 I St NW],20001,38.9008250087,-77.0222262293,3.0,13.0
2137.0,an-uncommon-cafe-washington-2,"[[Buffets, buffets]]",[1800 G St NW],20006,38.89802,-77.04257,2.5,17.0
5749.0,department-of-energy-main-cafeteria-washington,"[[Cafeteria, cafeteria]]",[1000 Independence Ave SW],20024,38.8863164625,-77.0263221241,3.5,18.0
5748.0,department-of-energy-main-cafeteria-washington,"[[Cafeteria, cafeteria]]",[1000 Independence Ave SW],20024,38.8863164625,-77.0263221241,3.5,18.0
147407.0,ancora-washington,"[[Italian, italian]]",[600 New Hampshire Ave NW],20037,38.897758,-77.055286,3.0,28.0
5136.0,angelico-la-pizzeria-washington-3,"[[Pizza, pizza], [Italian, italian]]",[2313 Wisconsin Ave NW],20007,38.920622,-77.071648,3.0,48.0
2903.0,angelico-pizzeria-washington-4,"[[Pizza, pizza]]",[3205 Mt Pleasant St NW],20010,38.93138,-77.0381,3.0,75.0
3322.0,angelico-pizzeria-washington-6,"[[Pizza, pizza], [Sandwiches, sandwiches]]",[4529 Wisconsin Ave NW],20016,38.9486989661,-77.0798763289,3.5,105.0
187372.0,ankara-washington,"[[Mediterranean, mediterranean], [Turkish, turkish]]",[1320 19th St NW],20036,38.9081,-77.04377,3.5,94.0
7236.0,annies-paramount-steak-house-washington,"[[Steakhouses, steak], [Breakfast & Brunch, breakfast_brunch], [American (Traditional), tradamerican]]",[1609 17th St NW],20009,38.9115982056,-77.0381317139,3.5,261.0
173205.0,serendipity-jazz-coffeehouse-washington,"[[Coffee & Tea, coffee], [Jazz & Blues, jazzandblues], [Breakfast & Brunch, breakfast_brunch]]",[3301 12th St NE],20017,38.9307014845,-76.9907053816,4.0,31.0
172294.0,appioo-african-bar-and-grill-washington-2,"[[Bars, bars], [African, african], [Music Venues, musicvenues]]",[1924 9th St NW],20001,38.916286,-77.024289,3.5,28.0
4760.0,fast-eddies-sports-and-billiards-washington-2,"[[Pool Halls, poolhalls], [Sports Bars, sportsbars]]",[1520 K St NW],20005,38.902375385,-77.035552927,3.0,27.0
1881.0,fast-eddies-sports-and-billiards-washington-2,"[[Pool Halls, poolhalls], [Sports Bars, sportsbars]]",[1520 K St NW],20005,38.902375385,-77.035552927,3.0,27.0
188333.0,archipelago-washington-2,"[[Bars, bars], [American (New), newamerican]]",[1201 U St NW],20009,38.91719,-77.0283199,4.0,29.0
147620.0,arcuri-washington,"[[American (New), newamerican], [Pizza, pizza]]",[2400 Wisconsin Ave NW],20007,38.9211235046,-77.0726318359,4.0,140.0
6871.0,ardeo-washington,"[[American (New), newamerican], [Breakfast & Brunch, breakfast_brunch]]",[3311 Connecticut Ave NW],20008,38.9338918311,-77.057290091,3.5,371.0
716.0,argonaut-tavern-washington,"[[Bars, bars], [American (Traditional), tradamerican]]",[1433 H St NE],20002,38.90004,-76.9843,3.5,372.0
840.0,armands-chicago-pizzeria-washington,"[[Pizza, pizza], [Sandwiches, sandwiches]]",[226 Massachusetts Ave NE],20002,38.8950988966,-77.002502647,3.0,96.0
4022.0,the-army-and-navy-club-on-farragut-square-washington,"[[Social Clubs, social_clubs]]",[901 17th St NW],20006,38.9014345407,-77.0384522527,4.0,23.0
187825.0,arnold-and-porter-washington,"[[Lawyers, lawyers]]",[555 12th St NW],20004,38.8967285,-77.0275803,1.0,1.0
6985.0,aroi-fine-thai-and-japanese-cuisine-washington,"[[Sushi Bars, sushi], [Thai, thai], [Asian Fusion, asianfusion]]",[1832 1st St NW],20001,38.9152755737,-77.0124282837,4.0,117.0
2636.0,aroma-cafe-washington,"[[Cafes, cafes]]",[2401 Pennsylvania Ave NW],20037,38.9034690857,-77.0518493652,4.0,44.0
3574.0,arucola-washington,"[[Italian, italian]]",[5534 Connecticut Ave NW],20015,38.9642,-77.07568,3.0,74.0
147482.0,asia-54-washington-2,"[[Vietnamese, vietnamese], [Sushi Bars, sushi], [Thai, thai]]",[2122 P St NW],20037,38.9093971252,-77.0476303101,3.5,196.0
4041.0,asia-nine-washington-2,"[[Asian Fusion, asianfusion], [Japanese, japanese], [Bars, bars]]",[915 E St NW],20004,38.896481,-77.024963,3.0,373.0
7160.0,asian-american-restaurant-washington,"[[Chinese, chinese], [Asian Fusion, asianfusion], [Fast Food, hotdogs]]",[1209 Brentwood Rd NE],20018,38.9205218107,-76.9897855818,3.5,41.0
3827.0,asian-spice-washington,"[[Asian Fusion, asianfusion]]",[717 H St NW],20001,38.90004,-77.02269,3.5,423.0
147665.0,askale-cafe-washington,"[[Ethiopian, ethiopian], [Coffee & Tea, coffee]]",[3629 12th St NE],20017,38.9343713,-76.9910351,4.5,60.0
188572.0,awash-lounge-washington,"[[Ethiopian, ethiopian], [Lounges, lounges], [Music Venues, musicvenues]]",[2218 18th St NW],20009,38.91932,-77.04188,3.5,36.0
2223.0,astor-mediterranean-washington,"[[Greek, greek], [Mediterranean, mediterranean], [Middle Eastern, mideastern]]",[1829 Columbia Rd NW],20009,38.921749,-77.043815,4.0,238.0
3036.0,hot-n-juicy-crawfish-washington,"[[Seafood, seafood], [Cajun/Creole, cajun]]",[2651 Connecticut Ave NW],20008,38.9250640869,-77.0519256592,4.0,819.0
187514.0,atrium-cafe-washington-7,"[[Sandwiches, sandwiches], [Salad, salad], [Coffee & Tea, coffee]]","[750 9th St NW, Ste 104]",20001,38.8993872503,-77.0242158521,3.5,11.0
5343.0,atrium-cafe-washington-3,"[[Sandwiches, sandwiches]]",[1201 I Street NW],20005,38.9016418,-77.0285492,4.0,23.0
6621.0,atrium-cafe-washington-5,"[[American (Traditional), tradamerican], [Cafes, cafes]]",[1900 Half St S W],20024,38.8666191,-77.0097733,1.0,2.0
172875.0,atrium-cafe-washington-3,"[[Sandwiches, sandwiches]]",[1201 I Street NW],20005,38.9016418,-77.0285492,4.0,23.0
1490.0,atrium-cafe-washington-3,"[[Sandwiches, sandwiches]]",[1201 I Street NW],20005,38.9016418,-77.0285492,4.0,23.0
172885.0,atrium-cafe-washington,"[[Delis, delis]]",[400 Virginia Ave SW],20024,38.884201,-77.0180511,3.5,47.0
4540.0,atrium-cafe-washington,"[[Delis, delis]]",[400 Virginia Ave SW],20024,38.884201,-77.0180511,3.5,47.0
5928.0,atrium-café-washington-6,"[[Cafeteria, cafeteria]]","[National Museum of Natural History, 1000 Constitution Ave]",20530,38.8921037,-77.0259613,2.5,3.0
1766.0,au-bon-pain-washington-7,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches], [Breakfast & Brunch, breakfast_brunch]]",[1401 I St NW],20005,38.9014938938,-77.0323646834,3.5,41.0
3934.0,au-bon-pain-washington-2,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches]]",[800 N Capitol St NW],20002,38.9005013,-77.0097198,3.0,23.0
5515.0,au-bon-pain-washington-20,"[[Sandwiches, sandwiches], [Coffee & Tea, coffee]]",[1325 2nd St],20002,38.9078178406,-77.0031433105,3.0,17.0
1054.0,au-bon-pain-washington-2,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches]]",[800 N Capitol St NW],20002,38.9005013,-77.0097198,3.0,23.0
147252.0,au-bon-pain-washington-9,"[[Bakeries, bakeries], [Cafes, cafes]]",[601 Indiana Ave NW],20004,38.8946304321,-77.0202865601,2.5,36.0
3693.0,au-bon-pain-washington-9,"[[Bakeries, bakeries], [Cafes, cafes]]",[601 Indiana Ave NW],20004,38.8946304321,-77.0202865601,2.5,36.0
1248.0,au-bon-pain-washington-18,"[[Breakfast & Brunch, breakfast_brunch], [Sandwiches, sandwiches], [Bakeries, bakeries]]","[Warner Building, 1299 Pennsylvania Ave NW]",20004,38.8955986,-77.0294193,3.0,16.0
1575.0,au-bon-pain-washington-18,"[[Breakfast & Brunch, breakfast_brunch], [Sandwiches, sandwiches], [Bakeries, bakeries]]","[Warner Building, 1299 Pennsylvania Ave NW]",20004,38.8955986,-77.0294193,3.0,16.0
1328.0,au-bon-pain-washington-7,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches], [Breakfast & Brunch, breakfast_brunch]]",[1401 I St NW],20005,38.9014938938,-77.0323646834,3.5,41.0
5097.0,au-bon-pain-washington-7,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches], [Breakfast & Brunch, breakfast_brunch]]",[1401 I St NW],20005,38.9014938938,-77.0323646834,3.5,41.0
3786.0,au-bon-pain-washington-7,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches], [Breakfast & Brunch, breakfast_brunch]]",[1401 I St NW],20005,38.9014938938,-77.0323646834,3.5,41.0
1377.0,au-bon-pain-washington-7,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches], [Breakfast & Brunch, breakfast_brunch]]",[1401 I St NW],20005,38.9014938938,-77.0323646834,3.5,41.0
2243.0,au-bon-pain-washington-5,"[[Sandwiches, sandwiches]]",[1724 L St NW],20036,38.9035828908,-77.0404074684,3.0,27.0
2057.0,au-bon-pain-washington-5,"[[Sandwiches, sandwiches]]",[1724 L St NW],20036,38.9035828908,-77.0404074684,3.0,27.0
2382.0,au-bon-pain-washington-5,"[[Sandwiches, sandwiches]]",[1724 L St NW],20036,38.9035828908,-77.0404074684,3.0,27.0
5922.0,au-bon-pain-washington,"[[Coffee & Tea, coffee], [Bakeries, bakeries], [Sandwiches, sandwiches]]",[50 Massachusetts Ave NE],20001,38.8975384249,-77.0072270739,3.5,80.0
2153.0,au-bon-pain-washington-5,"[[Sandwiches, sandwiches]]",[1724 L St NW],20036,38.9035828908,-77.0404074684,3.0,27.0
2244.0,au-bon-pain-washington-5,"[[Sandwiches, sandwiches]]",[1724 L St NW],20036,38.9035828908,-77.0404074684,3.0,27.0
148089.0,au-bon-pain-washington-35,"[[Coffee & Tea, coffee], [Bakeries, bakeries]]",[801 17th St NW],20006,38.900597,-77.039078,5.0,1.0
3870.0,austin-grill-washington,"[[Tex-Mex, tex-mex], [Food Trucks, foodtrucks], [Mexican, mexican]]",[750 E St NW],20004,38.8959951,-77.0224437,2.5,263.0
137270.0,avocado-cafe-washington,"[[Sandwiches, sandwiches], [Falafel, falafel], [Vegetarian, vegetarian]]",[1438 Wisconsin Ave NW],20007,38.9086,-77.064194,2.5,73.0
4800.0,avocado-cafe-washington,"[[Sandwiches, sandwiches], [Falafel, falafel], [Vegetarian, vegetarian]]",[1438 Wisconsin Ave NW],20007,38.9086,-77.064194,2.5,73.0
6785.0,axum-ethiopian-restaurant-washington,"[[Ethiopian, ethiopian]]",[1934 9th St NW],20001,38.9165763855,-77.0242767334,3.0,50.0
6809.0,axum-ethiopian-restaurant-washington,"[[Ethiopian, ethiopian]]",[1934 9th St NW],20001,38.9165763855,-77.0242767334,3.0,50.0
2325.0,axum-ethiopian-restaurant-washington,"[[Ethiopian, ethiopian]]",[1934 9th St NW],20001,38.9165763855,-77.0242767334,3.0,50.0
862.0,b-and-j-carryout-washington,"[[Barbeque, bbq]]",[238 Rhode Island Ave NW],20001,38.9142570496,-77.0155944824,2.5,11.0
147592.0,b-too-washington-2,"[[Belgian, belgian], [French, french]]",[1324 14th St NW],20005,38.9080994,-77.0321397,3.5,459.0
188493.0,cloakroom-washington,"[[Adult Entertainment, adultentertainment], [Sports Bars, sportsbars], [Lounges, lounges]]",[476 K St NW],20001,38.9024345938,-77.0188694116,4.0,11.0
173188.0,baan-thai-washington-3,"[[Thai, thai]]","[1326 14th St NW, 2nd Fl]",20005,38.9081450817,-77.0322038019,3.5,289.0
187583.0,bab-korean-fusion-washington-3,"[[Korean, korean]]","[1387 H Street Northeast, Ste A]",20002,38.9000039667,-76.9857722875,4.5,22.0
147801.0,baby-wale-washington,"[[American (New), newamerican]]",[1124 9th St NW],20001,38.9051239,-77.0240999,3.0,151.0
4094.0,bachelors-mill-washington,"[[Gay Bars, gaybars], [Dance Clubs, danceclubs]]",[1104 8th St SE],20003,38.87722,-76.99467,2.5,12.0
6171.0,bacio-pizzeria-washington,"[[Pizza, pizza], [Italian, italian]]",[81 Seaton Pl NW],20001,38.91494,-77.011701,4.5,164.0
6819.0,back-alley-waffles-washington,"[[Juice Bars & Smoothies, juicebars], [Breakfast & Brunch, breakfast_brunch]]",[1209 10th St NW],20001,38.906166,-77.025658,2.5,18.0
187780.0,bad-saint-washington,"[[Filipino, filipino]]",[3226 11th St NW],20010,38.9302599,-77.02812,4.5,124.0
2496.0,bagels-etc-washington,"[[Bagels, bagels], [Breakfast & Brunch, breakfast_brunch], [Sandwiches, sandwiches]]",[2122 P Street NW],20037,38.90939,-77.04762,4.0,233.0
2344.0,baja-fresh-washington,"[[Mexican, mexican]]",[1990 K St NW],20006,38.9015431092,-77.0446580415,3.0,79.0
1435.0,baja-grille-washington,"[[Greek, greek], [Sandwiches, sandwiches], [Mediterranean, mediterranean]]",[1133 20th St],20036,38.9049530029,-77.0444946289,3.5,11.0
5382.0,red-velvet-cupcakery-washington,"[[Bakeries, bakeries], [Cupcakes, cupcakes]]",[501 7th St NW],20004,38.8962593,-77.0217743,3.0,785.0
3454.0,bambu-washington-4,"[[Sushi Bars, sushi], [Thai, thai], [Asian Fusion, asianfusion]]",[5101 MacArthur Blvd NW],20016,38.925301,-77.101291,3.0,77.0
4373.0,banana-cafe-and-piano-bar-washington,"[[Cuban, cuban], [Puerto Rican, puertorican]]",[500 8th St SE],20003,38.8825581,-76.9948451,3.5,514.0
4920.0,banana-cafe-and-piano-bar-washington,"[[Cuban, cuban], [Puerto Rican, puertorican]]",[500 8th St SE],20003,38.8825581,-76.9948451,3.5,514.0
4869.0,banana-cafe-and-piano-bar-washington,"[[Cuban, cuban], [Puerto Rican, puertorican]]",[500 8th St SE],20003,38.8825581,-76.9948451,3.5,514.0
172806.0,banana-leaf-washington-9,"[[Indian, indpak], [Vegetarian, vegetarian], [Sri Lankan, srilankan]]",[5014 Connecticut Ave NW],20008,38.95515,-77.07038,3.5,78.0
2428.0,banana-leaves-washington-2,"[[Asian Fusion, asianfusion], [Sushi Bars, sushi]]",[2020 Florida Ave NW],20009,38.9144198941,-77.0457941714,3.0,299.0
2953.0,bandolero-washington-2,"[[Mexican, mexican], [Lounges, lounges]]",[3241 M St NW],20007,38.9054222107,-77.0642242432,3.0,351.0
4723.0,bangkok-one-washington,"[[Thai, thai]]",[1411 K St NW],20005,38.9029121399,-77.0325622559,2.5,69.0
2810.0,bangkok-joes-washington,"[[Asian Fusion, asianfusion], [Thai, thai]]",[3000 K St NW],20007,38.9016914368,-77.0600585938,3.5,241.0
147514.0,bangkok-thai-dining-washington,"[[Thai, thai]]",[2016 P St NW],20036,38.9095951617,-77.045583576,3.0,108.0
2420.0,bangkok-thai-dining-washington,"[[Thai, thai]]",[2016 P St NW],20036,38.9095951617,-77.045583576,3.0,108.0
3840.0,bank-of-america-washington-16,"[[Banks & Credit Unions, banks]]",[730 15th St NW],20005,38.8994255066,-77.0340881348,3.5,3.0
188316.0,bank-of-america-washington-16,"[[Banks & Credit Unions, banks]]",[730 15th St NW],20005,38.8994255066,-77.0340881348,3.5,3.0
6939.0,bar-7-washington,"[[Lounges, lounges]]",[1015 1/2 7th St NW],20001,38.9034233093,-77.0215988159,3.0,111.0
147823.0,bar-charley-washington,"[[Bars, bars]]",[1825 18th St NW],20009,38.9150879,-77.0415091,3.5,179.0
187369.0,bar-civita-washington,"[[American (New), newamerican]]",[2609 24th St NW],20008,38.9238374,-77.0523598,4.0,82.0
4902.0,murphys-of-dc-washington,"[[Pubs, pubs]]",[2609 24th St NW],20008,38.9237175,-77.0524139,2.5,104.0
2725.0,murphys-of-dc-washington,"[[Pubs, pubs]]",[2609 24th St NW],20008,38.9237175,-77.0524139,2.5,104.0
3798.0,bar-louie-washington-2,"[[Bars, bars], [American (New), newamerican]]",[701 7th St NW],20001,38.8988911355,-77.0208911195,2.5,496.0
1663.0,pure-lounge-washington,"[[Lounges, lounges], [Music Venues, musicvenues], [Social Clubs, social_clubs]]",[1326 U St NW],20009,38.91673,-77.03076,3.0,61.0
2226.0,bar-pilar-washington,"[[American (New), newamerican], [Cocktail Bars, cocktailbars]]",[1833 14th St NW],20009,38.9151449,-77.0319571,3.5,416.0
187380.0,barcelona-wine-bar-cathedral-heights-washington-2,"[[Tapas/Small Plates, tapasmallplates], [Spanish, spanish], [Wine Bars, wine_bars]]",[3310 Wisconsin Ave NW],20016,38.9336746931,-77.0724673569,4.0,85.0
147896.0,barcelona-14th-street-washington,"[[Tapas/Small Plates, tapasmallplates], [Wine Bars, wine_bars], [Spanish, spanish]]",[1622 14th St NW],20005,38.9121988052,-77.0321732623,4.0,805.0
5357.0,bar-cöde-washington-2,"[[American (New), newamerican], [Pizza, pizza]]",[1101 17th St NW],20036,38.9038177788,-77.0380150159,3.5,502.0
172685.0,bardo-washington,"[[American (New), newamerican], [Beer Gardens, beergardens]]",[1200 - 1216 Bladensburg Rd NE],20002,38.905882,-76.979951,4.0,58.0
172477.0,bardo-washington,"[[American (New), newamerican], [Beer Gardens, beergardens]]",[1200 - 1216 Bladensburg Rd NE],20002,38.905882,-76.979951,4.0,58.0
188423.0,bareburger-washington,"[[American (New), newamerican], [Burgers, burgers], [Salad, salad]]",[1647 Connecticut Ave NW],20009,38.9124591,-77.0445348,4.0,65.0
172770.0,barnes-and-noble-cafe-at-cua-washington,"[[Coffee & Tea, coffee]]",[625 Monroe St NE],20017,38.931465,-76.996964,3.5,9.0
173142.0,basil-thai-restaurant-washington,"[[Thai, thai]]",[1608 Wisconsin Ave NW],20007,38.9110717773,-77.0654983521,3.5,107.0
1924.0,basil-thai-restaurant-washington,"[[Thai, thai]]",[1608 Wisconsin Ave NW],20007,38.9110717773,-77.0654983521,3.5,107.0
2703.0,bayou-washington,"[[Music Venues, musicvenues], [Cajun/Creole, cajun]]",[2519 Pennsylvania Ave NW],20037,38.9038740098,-77.0538534969,3.5,333.0
187427.0,bayou-bakery-washington-3,"[[Coffee & Tea, coffee], [Cafes, cafes], [Bakeries, bakeries]]",[901 Pennsylvania Ave SE],20003,38.8833553103,-76.9936019963,3.5,110.0
137295.0,the-beacon-hotel-washington,"[[Hotels, hotels]]",[1615 Rhode Island Ave NW],20036,38.906946,-77.037989,2.5,131.0
1934.0,the-beacon-hotel-washington,"[[Hotels, hotels]]",[1615 Rhode Island Ave NW],20036,38.906946,-77.037989,2.5,131.0
147713.0,béarnaise-washington-2,"[[French, french], [Cafes, cafes], [Steakhouses, steak]]",[315 Pennsylvania Ave SE],20003,38.886542,-77.001586,3.5,222.0
173109.0,beau-thai-washington-4,"[[Thai, thai]]",[1700 New Jersey Ave NW],20001,38.9127512,-77.0177856,4.0,281.0
5330.0,beau-thai-washington-4,"[[Thai, thai]]",[1700 New Jersey Ave NW],20001,38.9127512,-77.0177856,4.0,281.0
147452.0,beau-thai-mount-pleasant-washington,"[[Thai, thai], [Bars, bars]]",[3162 Mt Pleasant St],20010,38.9303762,-77.0380164,4.0,260.0
173218.0,beefsteak-washington-3,"[[Fast Food, hotdogs], [Vegetarian, vegetarian]]",[800 22nd St NW],20052,38.8997172564,-77.0488974452,3.5,171.0
4380.0,belga-cafe-washington,"[[Breakfast & Brunch, breakfast_brunch], [Belgian, belgian], [Beer Bar, beerbar]]",[514 8th St SE],20003,38.8822097778,-76.9945907593,3.5,821.0
